dominio;interno;servicios;anioModelo;cantAsientos;empresaNro;cuit;razonSocial;vigenciaHastaInspeccionTecnica;tecnicaNro;tipoTecnica;categoriaAprob;CarroceriaMarca;CarroceriaModelo;expOrig;expModif;disposicion;tacografoMarca;tacografoNro;linea;chasisNro;chasisMarca;chasisModelo;accesibilidad;jurisdiccion;aireAcondicionado;vigenciaHasta
AA034JL;53;"SERVICIO COMÚN";2016;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";19/09/2026;96719;CENT;"URBANO COMÚN CON AIRE";"LA FAVORITA";;332038/2011;;2344/11;;;2;8AB368185GA145743;"MERCEDES BENZ";"OH 1618 L-SB/55";SI;JN:NACIONAL;SI;UC:2026-12-31
AA832RT;29;"SERVICIO COMÚN";2017;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";01/02/2027;328827;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185HA146344;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2027-12-31
AA930TM;31;"SERVICIO COMÚN";2017;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";30/09/2026;97141;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185HA146632;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2027-12-31
AB340SW;52;"SERVICIO COMÚN";2017;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";18/01/2027;322864;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"BAM BAM";MENGHI;121502/2016;;0021/17;;;2;8AB368185HA146531;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2027-12-31
AB370TN;51;"SERVICIO COMÚN";2017;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";08/02/2027;330396;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"BAM BAM";MENGHI;121502/2016;;0021/17;;;2;8AB368185HA146609;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2027-12-31
AB498BE;38;"SERVICIO COMÚN";2017;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";05/03/2027;338374;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"BAM BAM";MENGHI;121502/2016;;0021/17;;;2;8AB368185HA146532;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2027-12-31
AB563JT;49;"SERVICIO COMÚN";2017;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";28/02/2027;334917;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"BAM BAM";MENGHI;121502/2016;;0021/17;;;2;8AB368185HA146502;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2027-12-31
AB653YQ;12;"SERVICIO COMÚN";2017;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";21/09/2026;96833;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"BAM BAM";MENGHI;121502/2016;;0021/17;;;2;8AB368185HA146533;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2027-12-31
AB761FE;46;"SERVICIO COMÚN";2017;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";20/09/2026;96778;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"BAM BAM";MENGHI;121502/2016;;0021/17;;;2;8AB368185HA146708;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2027-12-31
AC213SZ;44;"SERVICIO COMÚN";2018;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";09/11/2026;111699;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";METALPAR;;2665/2017;;0006/17;;;2;8AB368185JA147093;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2028-12-31
AC515FG;34;"SERVICIO COMÚN";2018;28;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";02/11/2026;106418;CENT;"URBANO PISO BAJO MOV RED";"BAM BAM";MENGHI;94769/2016;;0140/16;;;2;8AB368187JA147121;"MERCEDES BENZ";"OH 1721 L-SB/62";SI;JN:NACIONAL;SI;UC:2028-12-31
AD154UA;22;"SERVICIO COMÚN";2018;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";03/12/2026;247312;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185JA149057;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2028-12-31
AD154UC;33;"SERVICIO COMÚN";2018;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";08/11/2026;111615;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185JA149075;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2028-12-31
AD179KD;32;"SERVICIO COMÚN";2018;28;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";09/11/2026;111727;CENT;"URBANO PISO BAJO MOV RED";"BAM BAM";MENGHI;94769/2016;;0140/16;;;2;8AB368187JA147288;"MERCEDES BENZ";"OH 1721 L-SB/62";SI;JN:NACIONAL;SI;UC:2028-12-31
AD573KX;18;"SERVICIO COMÚN";2019;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";22/02/2027;334467;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185KA149388;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2029-12-31
AD741WC;11;"SERVICIO COMÚN";2019;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";11/10/2026;100278;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185KA149289;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2029-12-31
AD741WD;35;"SERVICIO COMÚN";2019;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";28/02/2027;334931;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185KA149524;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2029-12-31
AD741WG;27;"SERVICIO COMÚN";2019;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";11/10/2026;100268;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185KA149217;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2029-12-31
AD921YR;10;"SERVICIO COMÚN";2019;26;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";22/02/2027;334469;CENT;"URBANO PISO BAJO MOV RED";AUTOBUS;;75501/2016;;073/16;;;2;8AB368187LA149560;"MERCEDES BENZ";"OH 1721 L-SB/62";SI;JN:NACIONAL;SI;UC:2029-12-31
AE081HB;55;"SERVICIO COMÚN";2020;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";06/12/2026;247520;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8ab368185la149677;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2030-12-31
AE081HC;47;"SERVICIO COMÚN";2020;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";22/12/2026;250623;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185LA149674;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2030-12-31
AE081HD;50;"SERVICIO COMÚN";2020;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";27/12/2026;299105;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185KA149413;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2030-12-31
AE099ZO;16;"SERVICIO COMÚN";2020;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";23/09/2026;96902;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185LA149805;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2030-12-31
AE099ZU;45;"SERVICIO COMÚN";2020;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";14/09/2026;62882;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185LA149803;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2030-12-31
AE631OG;6;"SERVICIO COMÚN";2021;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";28/02/2027;334916;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185LA149928;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2031-12-31
AE631OH;15;"SERVICIO COMÚN";2021;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";19/12/2026;250551;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185LA150020;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2031-12-31
AE696SQ;41;"SERVICIO COMÚN";2021;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";27/12/2026;299104;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185MA150387;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2031-12-31
AE696SR;17;"SERVICIO COMÚN";2021;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";06/12/2026;247521;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185MA150349;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2031-12-31
AE696SS;4;"SERVICIO COMÚN";2021;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";23/12/2026;250688;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185MA150226;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2031-12-31
AE846RE;25;"SERVICIO COMÚN";2021;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";05/03/2027;338372;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185MA150651;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2031-12-31
AE928KX;1;"SERVICIO COMÚN";2021;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";13/12/2026;250302;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185NA150819;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2031-12-31
AE928KY;7;"SERVICIO COMÚN";2021;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";11/10/2026;100265;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185NA150813;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2031-12-31
AF074FT;21;"SERVICIO COMÚN";2022;26;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";04/12/2026;247420;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";AUTOBUS;;2019-111028056;;002/20;;;2;8AB368187NA150829;"MERCEDES BENZ";"OH 1721 L-SB/62";SI;JN:NACIONAL;SI;UC:2032-12-31
AF262CP;14;"SERVICIO COMÚN";2022;26;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";23/12/2026;251724;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";AUTOBUS;;2019-111028056;;002/20;;;2;8AB368187NA150894;"MERCEDES BENZ";"OH 1721 L-SB/62";SI;JN:NACIONAL;SI;UC:2032-12-31
AF293ZP;28;"SERVICIO COMÚN";2022;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";18/09/2026;93058;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185NA151127;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2032-12-31
AF293ZQ;8;"SERVICIO COMÚN";2022;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";08/02/2027;330397;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185NA151131;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2032-12-31
AF341FS;39;"SERVICIO COMÚN";2022;26;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";19/12/2026;250565;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";AUTOBUS;;2019-111028056;;002/20;;;2;8AB368187NA151030;"MERCEDES BENZ";"OH 1721 L-SB/62";SI;JN:NACIONAL;SI;UC:2032-12-31
AF347KO;24;"SERVICIO COMÚN";2022;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";28/09/2026;97101;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185NA151258;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2032-12-31
AF347KT;43;"SERVICIO COMÚN";2022;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";04/10/2026;99854;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185NA151376;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2032-12-31
AF347KU;2;"SERVICIO COMÚN";2022;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";28/09/2026;97100;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;2;8AB368185NA150947;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2032-12-31
AF423QZ;30;"SERVICIO COMÚN";2022;26;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";28/11/2026;245972;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";AUTOBUS;;2019-111028056;;002/20;;;2;8AB368187NA151033;"MERCEDES BENZ";"OH 1721 L-SB/62";SI;JN:NACIONAL;SI;UC:2032-12-31
AG185IC;9;"SERVICIO COMÚN";2023;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";24/02/2027;334556;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";HEPRICAR;;2020-6745306;;017/20;;;2;8AB368185PA151985;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2033-12-31
AG185ID;3;"SERVICIO COMÚN";2023;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";25/02/2027;334649;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";HEPRICAR;;2020-6745306;;017/20;;;2;8AB368185PA151993;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2033-12-31
AG185IE;23;"SERVICIO COMÚN";2023;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";28/02/2027;334840;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";HEPRICAR;;2020-6745306;;017/20;;;2;8AB368185PA151992;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2033-12-31
AG185IF;40;"SERVICIO COMÚN";2023;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";20/02/2027;334365;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";HEPRICAR;;2020-6745306;;017/20;;;2;8AB368185PA151991;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2033-12-31
AG185IG;19;"SERVICIO COMÚN";2023;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";20/02/2027;334341;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";HEPRICAR;;2020-6745306;;017/20;;;2;8AB368185PA151994;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2033-12-31
AG276IR;13;"SERVICIO COMÚN";2023;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";19/02/2027;332341;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";HEPRICAR;;2020-6745306;;017/20;;;2;8AB368185PA152047;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2033-12-31
OAX117;36;"SERVICIO COMÚN";2014;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";16/09/2026;243641;CENT;"URBANO COMÚN CON AIRE";"LA FAVORITA";;332038/2011;;2344/11;"NO APLICA";;2;8AB368185EA144531;"MERCEDES BENZ";"OH 1618 L-SB/55";SI;JN:NACIONAL;SI;UC:2027-12-31
OGZ667;5;"SERVICIO COMÚN";2014;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";16/09/2026;243660;CENT;"URBANO COMÚN CON AIRE";"LA FAVORITA";;332038/2011;;2344/11;"NO APLICA";;2;8AB368185EA144692;"MERCEDES BENZ";"OH 1618 L-SB/55";SI;JN:NACIONAL;SI;UC:2027-12-31
OKV626;54;"SERVICIO COMÚN";2015;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";16/09/2026;243637;CENT;"URBANO COMÚN CON AIRE";"LA FAVORITA";;332038/2011;;2344/11;"NO APLICA";;2;8AB368185FA144889;"MERCEDES BENZ";"OH 1618 L-SB/55";SI;JN:NACIONAL;SI;UC:2028-12-31
OUL012;37;"SERVICIO COMÚN";2015;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";15/12/2026;332240;CENT;"URBANO COMÚN CON AIRE";"LA FAVORITA";;332038/2011;;2344/11;"NO APLICA";;2;8AB368185FA145106;"MERCEDES BENZ";"OH 1618 L-SB/55";SI;JN:NACIONAL;SI;UC:2028-12-31
OXJ718;48;"SERVICIO COMÚN";2016;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";11/11/2026;301516;CENT;"URBANO COMÚN CON AIRE";"LA FAVORITA";;332038/2011;;2344/11;"NO APLICA";;2;8AB368185GA145233;"MERCEDES BENZ";"OH 1618 L-SB/55";SI;JN:NACIONAL;SI;UC:2026-12-31
PER048;26;"SERVICIO COMÚN";2016;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";22/12/2026;334486;CENT;"URBANO COMÚN CON AIRE";"LA FAVORITA";;332038/2011;;2344/11;"NO APLICA";;2;8AB368185GA145433;"MERCEDES BENZ";"OH 1618 L-SB/55";SI;JN:NACIONAL;SI;UC:2026-12-31
PER049;42;"SERVICIO COMÚN";2016;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";15/12/2026;332229;CENT;"URBANO COMÚN CON AIRE";"LA FAVORITA";;332038/2011;;2344/11;"NO APLICA";;2;8AB368185GA145516;"MERCEDES BENZ";"OH 1618 L-SB/55";SI;JN:NACIONAL;SI;UC:2026-12-31
PNH671;20;"SERVICIO COMÚN";2016;25;2058;30546608634;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C.";30/11/2026;246081;CENT;"URBANO COMÚN CON AIRE";"LA FAVORITA";;332038/2011;;2344/11;;;2;8AB368185GA145742;"MERCEDES BENZ";"OH 1618 L-SB/55";SI;JN:NACIONAL;SI;UC:2026-12-31
