dominio;interno;servicios;anioModelo;cantAsientos;empresaNro;cuit;razonSocial;vigenciaHastaInspeccionTecnica;tecnicaNro;tipoTecnica;categoriaAprob;CarroceriaMarca;CarroceriaModelo;expOrig;expModif;disposicion;tacografoMarca;tacografoNro;linea;chasisNro;chasisMarca;chasisModelo;accesibilidad;jurisdiccion;aireAcondicionado;vigenciaHasta
AA556JL;81;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";22/11/2026;105918;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000825;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
AA556JM;67;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";04/11/2026;97930;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000824;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
AB017PT;111;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";10/02/2027;322224;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000854;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
AB017PU;69;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";22/02/2027;322501;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000849;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
AB017PV;50;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";23/11/2026;105934;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000847;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
AB017PW;17;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";19/02/2027;322425;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000848;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
AB017PY;53;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";18/02/2027;322380;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000851;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
AB017PZ;101;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";10/09/2026;62211;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000846;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
AB105RR;15;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";24/01/2027;321838;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000850;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
AB105ST;93;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";05/11/2026;105482;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000845;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
AB267UI;43;"SERVICIO COMÚN";2017;25;2021;30546223910;"EXPRESO QUILMES S.A.";23/01/2027;321821;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";METALPAR;;19432/2017;;0049/17;;;98;8BBC59B1AHM002414;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2027-12-31
AB283TG;5;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";30/09/2026;97240;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000912;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
AB283TH;37;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";14/10/2026;97527;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000914;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
AB283TI;103;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";20/10/2026;97639;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000915;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
AB283TJ;18;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";30/09/2026;97274;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000913;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
AB283TK;106;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";28/10/2026;97846;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000916;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
AB283TT;113;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";22/10/2026;97724;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000924;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
AB283TU;59;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";21/10/2026;97693;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000922;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
AB283TV;60;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";27/10/2026;97815;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000923;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
AB283TW;29;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";22/10/2026;97719;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000920;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
AB283TX;45;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";22/10/2026;97714;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000921;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
AB379VS;75;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";08/01/2027;110372;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000929;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
AB411OR;16;"SERVICIO COMÚN";2017;28;2021;30546223910;"EXPRESO QUILMES S.A.";27/01/2027;321881;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;98;8BBC67B1AHM000933;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2027-12-31
