dominio;interno;servicios;anioModelo;cantAsientos;empresaNro;cuit;razonSocial;vigenciaHastaInspeccionTecnica;tecnicaNro;tipoTecnica;categoriaAprob;CarroceriaMarca;CarroceriaModelo;expOrig;expModif;disposicion;tacografoMarca;tacografoNro;linea;chasisNro;chasisMarca;chasisModelo;accesibilidad;jurisdiccion;aireAcondicionado;vigenciaHasta
AA366GZ;2;"SERVICIO COMÚN";2016;25;359;30546253216;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";13/01/2027;110425;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;85;8BBC59B1AHM002279;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2026-12-31
AA366HA;91;"SERVICIO COMÚN";2016;25;359;30546253216;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";16/01/2027;321659;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;85;8BBC59B1AHM002277;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2026-12-31
AA366HB;69;"SERVICIO COMÚN";2016;25;359;30546253216;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";15/01/2027;110484;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;85;8BBC59B1AHM002278;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2026-12-31
AB080DX;36;"SERVICIO COMÚN";2017;25;359;30546253216;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";30/09/2026;97262;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;85;8BBC59B1AHM002422;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2027-12-31
AB080DY;29;"SERVICIO COMÚN";2017;25;359;30546253216;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";24/02/2027;322513;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;85;8BBC59B1AHM002421;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2027-12-31
AB080DZ;21;"SERVICIO COMÚN";2017;25;359;30546253216;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";03/03/2027;336391;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;85;8BBC59B1AHM002420;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2027-12-31
AB105RA;1;"SERVICIO COMÚN";2017;25;359;30546253216;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";11/12/2026;109794;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;85;8BBC59B1AHM002419;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2027-12-31
AB126ZP;5;"SERVICIO COMÚN";2017;25;359;30546253216;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";18/02/2027;322391;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;85;8BBC59B1AHM002430;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2027-12-31
AB126ZQ;106;"SERVICIO COMÚN";2017;25;359;30546253216;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";22/02/2027;322491;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;85;8BBC59B1AHM002432;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2027-12-31
AB126ZR;24;"SERVICIO COMÚN";2017;25;359;30546253216;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";19/09/2026;62409;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;85;8BBC59B1AHM002424;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2027-12-31
