dominio;interno;servicios;anioModelo;cantAsientos;empresaNro;cuit;razonSocial;vigenciaHastaInspeccionTecnica;tecnicaNro;tipoTecnica;categoriaAprob;CarroceriaMarca;CarroceriaModelo;expOrig;expModif;disposicion;tacografoMarca;tacografoNro;linea;chasisNro;chasisMarca;chasisModelo;accesibilidad;jurisdiccion;aireAcondicionado;vigenciaHasta
AA513ZD;5233;"SERVICIO COMÚN";2017;25;2079;30545637045;"EMPRESA SAN VICENTE S.A.T.";27/02/2027;328249;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;79;8BBC59B1AHM002312;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2026-09-18
AA914MK;5205;"SERVICIO COMÚN";2017;25;2079;30545637045;"EMPRESA SAN VICENTE S.A.T.";16/09/2026;95090;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;79;8BBC59B1AHM002391;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2026-09-18
AA935NB;5232;"SERVICIO COMÚN";2017;25;2079;30545637045;"EMPRESA SAN VICENTE S.A.T.";25/12/2026;250046;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;79;8BBC59B1AHM002384;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2025-04-09
AA935NU;5104;"SERVICIO COMÚN";2017;25;2079;30545637045;"EMPRESA SAN VICENTE S.A.T.";10/02/2027;327967;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;74;8BBC59B1AHM002399;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2025-03-05
AA935OH;5231;"SERVICIO COMÚN";2017;25;2079;30545637045;"EMPRESA SAN VICENTE S.A.T.";19/02/2027;328092;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;79;8BBC59B1AHM002372;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2026-09-03
AB340HD;5107;"SERVICIO COMÚN";2017;51;2079;30545637045;"EMPRESA SAN VICENTE S.A.T.";06/01/2027;300976;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;23743/2017;;053/17;;;74;8BBC87B7AHM000038;AGRALE;"MT 27.0 Articulado Euro V";SI;JN:NACIONAL;SI;UC:2024-03-05
AB340HG;5313;"SERVICIO COMÚN";2017;51;2079;30545637045;"EMPRESA SAN VICENTE S.A.T.";12/12/2026;243242;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;23743/2017;;053/17;;;177;8BBC87B7AHM000032;AGRALE;"MT 27.0 Articulado Euro V";SI;JN:NACIONAL;SI;UC:2027-12-31
AB340HN;5326;"SERVICIO COMÚN";2017;51;2079;30545637045;"EMPRESA SAN VICENTE S.A.T.";11/10/2026;99252;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;23743/2017;;053/17;;;177;8BBC87B7AHM000040;AGRALE;"MT 27.0 Articulado Euro V";SI;JN:NACIONAL;SI;UC:2022-09-21
AB488PQ;5235;"SERVICIO COMÚN";2018;28;2079;30545637045;"EMPRESA SAN VICENTE S.A.T.";30/09/2026;94979;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;79;8BBC67B1AIM000941;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2021-07-14
AB488PR;5239;"SERVICIO COMÚN";2018;28;2079;30545637045;"EMPRESA SAN VICENTE S.A.T.";30/09/2026;95013;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;79;8BBC67B1AIM000942;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2028-12-31
