dominio;interno;servicios;anioModelo;cantAsientos;empresaNro;cuit;razonSocial;vigenciaHastaInspeccionTecnica;tecnicaNro;tipoTecnica;categoriaAprob;CarroceriaMarca;CarroceriaModelo;expOrig;expModif;disposicion;tacografoMarca;tacografoNro;linea;chasisNro;chasisMarca;chasisModelo;accesibilidad;jurisdiccion;aireAcondicionado;vigenciaHasta
AA164PY;145;"SERVICIO COMÚN";2016;25;2037;30546228106;"BERNARDINO RIVADAVIA S.A.T.A.";22/12/2026;255197;CENT;"URBANO COMÚN CON AIRE";METALPAR;;143352/2013;;0015/14;;;63;8BBC59B1AGM002223;AGRALE;"MT 15.0 LE";SI;JN:NACIONAL;SI;UC:2026-12-31
AA164PZ;125;"SERVICIO COMÚN";2016;25;2037;30546228106;"BERNARDINO RIVADAVIA S.A.T.A.";28/11/2026;122319;CENT;"URBANO COMÚN CON AIRE";METALPAR;;143352/2013;;0015/14;;;63;8BBC59B1AGM002222;AGRALE;"MT 15.0 LE";SI;JN:NACIONAL;SI;UC:2026-12-31
AA185ND;129;"SERVICIO COMÚN";2016;25;2037;30546228106;"BERNARDINO RIVADAVIA S.A.T.A.";30/12/2026;255897;CENT;"URBANO COMÚN CON AIRE";METALPAR;;143352/2013;;0015/14;;;63;8BBC59B1AGM002171;AGRALE;"MT 15.0 LE";SI;JN:NACIONAL;SI;UC:2026-12-31
AA185NE;101;"SERVICIO COMÚN";2016;25;2037;30546228106;"BERNARDINO RIVADAVIA S.A.T.A.";20/11/2026;119347;CENT;"URBANO COMÚN CON AIRE";METALPAR;;143352/2013;;0015/14;;;63;8BBC59B1AGM002169;AGRALE;"MT 15.0 LE";SI;JN:NACIONAL;SI;UC:2026-12-31
AA185NF;132;"SERVICIO COMÚN";2016;25;2037;30546228106;"BERNARDINO RIVADAVIA S.A.T.A.";15/10/2026;114295;CENT;"URBANO COMÚN CON AIRE";METALPAR;;143352/2013;;0015/14;;;63;8BBC59B1AGM002167;AGRALE;"MT 15.0 LE";SI;JN:NACIONAL;SI;UC:2026-12-31
AA185NM;142;"SERVICIO COMÚN";2016;25;2037;30546228106;"BERNARDINO RIVADAVIA S.A.T.A.";24/12/2026;255235;CENT;"URBANO COMÚN CON AIRE";METALPAR;;143352/2013;;0015/14;;;63;8BBC59B1AGM002168;AGRALE;"MT 15.0 LE";SI;JN:NACIONAL;SI;UC:2026-12-31
AA185NN;153;"SERVICIO COMÚN";2016;25;2037;30546228106;"BERNARDINO RIVADAVIA S.A.T.A.";26/12/2026;255867;CENT;"URBANO COMÚN CON AIRE";METALPAR;;143352/2013;;0015/14;;;63;8BBC59B1AGM002172;AGRALE;"MT 15.0 LE";SI;JN:NACIONAL;SI;UC:2026-12-31
AA242QH;47;"SERVICIO COMÚN";2017;25;2037;30546228106;"BERNARDINO RIVADAVIA S.A.T.A.";14/10/2026;76999;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;113;8AB368185HA146343;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2027-12-31
AA242QI;53;"SERVICIO COMÚN";2017;25;2037;30546228106;"BERNARDINO RIVADAVIA S.A.T.A.";04/11/2026;125460;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;113;8AB368185HA146342;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2027-12-31
AA242QJ;50;"SERVICIO COMÚN";2016;25;2037;30546228106;"BERNARDINO RIVADAVIA S.A.T.A.";27/09/2026;74615;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";"LA FAVORITA";;68086/2016;;0067/16;;;113;8AC368185GA146046;"MERCEDES BENZ";"OH 1621 L-SB/55";SI;JN:NACIONAL;SI;UC:2026-12-31
