dominio;interno;servicios;anioModelo;cantAsientos;empresaNro;cuit;razonSocial;vigenciaHastaInspeccionTecnica;tecnicaNro;tipoTecnica;categoriaAprob;CarroceriaMarca;CarroceriaModelo;expOrig;expModif;disposicion;tacografoMarca;tacografoNro;linea;chasisNro;chasisMarca;chasisModelo;accesibilidad;jurisdiccion;aireAcondicionado;vigenciaHasta
AA820CA;3269;"SERVICIO COMÚN";2016;29;2010;30546340607;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";11/10/2026;123046;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";METALPAR;;434705/2010;;2549/10;;;19;8AB368187GA145470;"MERCEDES BENZ";"OH 1718 L/62";SI;JN:NACIONAL;SI;UC:2022-11-27
AB323CB;3457;"SERVICIO COMÚN";2017;27;2010;30546340607;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";22/02/2027;351261;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";METALPAR;;2017-34470227;;018/18;;;19;953258S44GR611319;VOLKSWAGEN;"18.280 OT Low Entry";SI;JN:NACIONAL;SI;UC:2027-12-31
AB323CC;3459;"SERVICIO COMÚN";2017;27;2010;30546340607;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";08/12/2026;265354;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";METALPAR;;2017-34470227;;018/18;;;19;953258S42FR511539;VOLKSWAGEN;"18.280 OT Low Entry";SI;JN:NACIONAL;SI;UC:2022-06-28
AB323CD;3458;"SERVICIO COMÚN";2017;27;2010;30546340607;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";03/01/2027;267346;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";METALPAR;;2017-34470227;;018/18;;;19;953258S44GR611112;VOLKSWAGEN;"18.280 OT Low Entry";SI;JN:NACIONAL;SI;UC:2022-08-22
AB549KE;3460;"SERVICIO COMÚN";2017;27;2010;30546340607;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";17/01/2027;269982;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";METALPAR;;2017-34470227;;018/18;;;19;953258S44GR611286;VOLKSWAGEN;"18.280 OT Low Entry";SI;JN:NACIONAL;SI;UC:2022-08-24
AC037UG;3762;"SERVICIO COMÚN";2017;27;2010;30546340607;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";05/12/2026;264323;CENT;"URBANO PISO BAJO MOV RED";METALPAR;;2667/2017;;0007/17;;;19;9BM382189JB062695;"MERCEDES BENZ";"O 500 U 1826/59";SI;JN:NACIONAL;SI;UC:2022-06-20
AC037UH;3636;"SERVICIO COMÚN";2018;27;2010;30546340607;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";03/09/2026;71872;CENT;"URBANO PISO BAJO MOV RED";METALPAR;;2667/2017;;0007/17;;;19;9BM382189JB065791;"MERCEDES BENZ";"O 500 U 1826/59";SI;JN:NACIONAL;SI;UC:2024-09-07
AC037UI;3686;"SERVICIO COMÚN";2018;27;2010;30546340607;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";04/11/2026;126832;CENT;"URBANO PISO BAJO MOV RED";METALPAR;;2667/2017;;0007/17;;;184;9BM382189JB064470;"MERCEDES BENZ";"O 500 U 1826/59";SI;JN:NACIONAL;SI;UC:2026-07-31
AC037UJ;3732;"SERVICIO COMÚN";2018;27;2010;30546340607;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";24/02/2027;351270;CENT;"URBANO PISO BAJO MOV RED";METALPAR;;2667/2017;;0007/17;;;19;9BM382189JB068095;"MERCEDES BENZ";"O 500 U 1826/59";SI;JN:NACIONAL;SI;UC:2024-09-01
AC037UL;3734;"SERVICIO COMÚN";2018;27;2010;30546340607;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";11/02/2027;347568;CENT;"URBANO PISO BAJO MOV RED";METALPAR;;2667/2017;;0007/17;;;140;9BM382189JB065016;"MERCEDES BENZ";"O 500 U 1826/59";SI;JN:NACIONAL;SI;UC:2026-07-31
AC037UN;3766;"SERVICIO COMÚN";2017;27;2010;30546340607;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";03/12/2026;264253;CENT;"URBANO PISO BAJO MOV RED";METALPAR;;2667/2017;;0007/17;;;19;9BM382189JB066481;"MERCEDES BENZ";"O 500 U 1826/59";SI;JN:NACIONAL;SI;UC:2022-06-28
AC037UO;3763;"SERVICIO COMÚN";2017;27;2010;30546340607;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";02/12/2026;263769;CENT;"URBANO PISO BAJO MOV RED";METALPAR;;2667/2017;;0007/17;;;19;9BM382189JB066356;"MERCEDES BENZ";"O 500 U 1826/59";SI;JN:NACIONAL;SI;UC:2022-06-20
AC037UQ;3770;"SERVICIO COMÚN";2017;27;2010;30546340607;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";07/01/2027;268505;CENT;"URBANO PISO BAJO MOV RED";METALPAR;;2667/2017;;0007/17;;;19;9BM382189JB065683;"MERCEDES BENZ";"O 500 U 1826/59";SI;JN:NACIONAL;SI;UC:2021-10-16
AC048TV;3667;"SERVICIO COMÚN";2017;27;2010;30546340607;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.";26/11/2026;131658;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";METALPAR;;2017-34470227;;018/18;;;140;953258S43HR703877;VOLKSWAGEN;"18.280 OT Low Entry";SI;JN:NACIONAL;SI;UC:2026-07-31
