linea,fecha,dominio,interno
100,23/01/2026,AF106VG,4801.0
100,12/03/2026,AF159UD,4802.0
100,12/03/2026,AF106VI,4803.0
100,23/01/2026,AF159UF,4804.0
100,23/01/2026,AF159UG,4805.0
100,23/01/2026,AF159VW,4806.0
100,23/01/2026,AF159VX,4807.0
100,12/03/2026,AF159VU,4809.0
100,23/01/2026,AF159VT,4810.0
100,12/03/2026,AF266IO,4811.0
100,23/01/2026,AF266IK,4812.0
100,20/08/2026,PMP121,4813.0
100,23/01/2026,AE183RF,4814.0
100,12/03/2026,AE183RZ,4815.0
100,23/01/2026,AH663KD,4816.0
100,12/03/2026,AH663KG,4817.0
100,12/03/2026,AH663KH,4818.0
100,23/01/2026,AH707XN,4819.0
100,06/05/2026,AF069QI,4820.0
100,12/03/2026,AF069QJ,4821.0
100,02/07/2026,AD833ZH,4822.0
100,06/05/2026,AD414CQ,4823.0
100,02/07/2026,AD414DQ,4824.0
100,06/05/2026,AF069QG,4825.0
100,20/08/2026,AD414CP,4826.0
100,12/03/2026,AH707XM,4830.0
100,02/07/2026,AG232XG,4831.0
100,02/07/2026,AG026FA,4832.0
100,06/05/2026,AF951ST,4833.0
100,06/05/2026,AD414CW,4834.0
100,06/05/2026,AF951SS,4835.0
100,06/05/2026,AD414CL,4836.0
100,02/07/2026,AF069QT,4837.0
100,06/05/2026,AF069QF,4838.0
100,02/07/2026,AD833ZE,4839.0
100,12/03/2026,AG232XF,4840.0
100,02/07/2026,AD414CX,4843.0
100,20/08/2026,AD414CM,4844.0
100,06/05/2026,AD919PA,4845.0
100,20/08/2026,AD414CN,4846.0
100,02/07/2026,PON401,4850.0
100,20/08/2026,AD919PD,4852.0
100,20/08/2026,AD919PC,4853.0
100,20/08/2026,AD919PB,4854.0
100,20/08/2026,AD414CO,4863.0
100,20/08/2026,AF395WN,4864.0
