linea,fecha,dominio,interno
17,2026-01-14 00:00:00,AE686BL,206
17,2026-01-14 00:00:00,AF159RV,212
17,2026-01-14 00:00:00,AF381FJ,237
17,2026-01-14 00:00:00,AF381FL,268
17,2026-01-14 00:00:00,AF782CH,257
17,2026-01-14 00:00:00,AG118FW,222
17,2026-01-14 00:00:00,AG130QB,265
17,2026-01-14 00:00:00,AG539WV,258
17,2026-01-14 00:00:00,AH877IA,264
17,2026-02-26 00:00:00,AF429AG,240
17,2026-02-26 00:00:00,AF429BG,204
17,2026-02-26 00:00:00,AG101BU,238
17,2026-02-26 00:00:00,AG118FA,239
17,2026-02-26 00:00:00,AG539WF,227
17,2026-02-26 00:00:00,AG562AM,263
17,2026-02-26 00:00:00,AG562AU,213
17,2026-02-26 00:00:00,AH145FP,255
17,2026-02-26 00:00:00,AH145FQ,202
17,2026-02-26 00:00:00,AH145FU,229
17,2026-02-26 00:00:00,AH570BY,235
17,2026-02-26 00:00:00,AH570CC,210
17,2026-04-22 00:00:00,AF159RK,241
17,2026-04-22 00:00:00,AF429AI,247
17,2026-04-22 00:00:00,AF542SW,248
17,2026-04-22 00:00:00,AG130QK,254
17,2026-04-22 00:00:00,AG561ZB,245
17,2026-04-22 00:00:00,AG561ZU,224
17,2026-04-22 00:00:00,AG562AW,253
17,2026-04-22 00:00:00,AG831TG,221
17,2026-04-22 00:00:00,AH570CG,231
17,2026-04-22 00:00:00,AH656UX,260
17,2026-06-19 00:00:00,AE705DZ,207
17,2026-06-19 00:00:00,AF159RQ,230
17,2026-06-19 00:00:00,AF391MD,267
17,2026-06-19 00:00:00,AF766NU,225
17,2026-06-19 00:00:00,AF782CL,228
17,2026-06-19 00:00:00,AG118FJ,201
17,2026-06-19 00:00:00,AG118FL,259
17,2026-06-19 00:00:00,AG539WN,266
17,2026-07-30 00:00:00,AE683BI,271
17,2026-07-30 00:00:00,AF381FN,251
17,2026-07-30 00:00:00,AF429BF,216
17,2026-07-30 00:00:00,AH570DF,246
17,2026-07-30 00:00:00,AH656SS,249
17,2026-07-30 00:00:00,AH656UZ,214
17,2026-07-30 00:00:00,AI299QO,211
17,2026-07-30 00:00:00,AI299QV,215
nan,,NAN,nan
17,2026-06-19 00:00:00,AG118FJ,201.0
17,2026-02-26 00:00:00,AH145FQ,202.0
17,2026-02-26 00:00:00,AF429BG,204.0
17,2026-01-14 00:00:00,AE686BL,206.0
17,2026-06-19 00:00:00,AE705DZ,207.0
17,2026-02-26 00:00:00,AH570CC,210.0
17,2026-07-30 00:00:00,AI299QO,211.0
17,2026-01-14 00:00:00,AF159RV,212.0
17,2026-02-26 00:00:00,AG562AU,213.0
17,2026-09-04 00:00:00,AH656UZ,214.0
17,2026-07-30 00:00:00,AI299QV,215.0
17,2026-07-30 00:00:00,AF429BF,216.0
17,2026-09-04 00:00:00,AI444UU,216.0
17,2026-09-04 00:00:00,AG130QG,217.0
17,2026-09-04 00:00:00,AG101BV,218.0
17,2026-09-04 00:00:00,AG539WC,219.0
17,2026-09-04 00:00:00,AH570DH,220.0
17,2026-04-22 00:00:00,AG831TG,221.0
17,2026-01-14 00:00:00,AG118FW,222.0
17,2026-04-22 00:00:00,AG561ZU,224.0
17,2026-06-19 00:00:00,AF766NU,225.0
17,2026-09-04 00:00:00,AH145FV,226.0
17,2026-02-26 00:00:00,AG539WF,227.0
17,2026-06-19 00:00:00,AF782CL,228.0
17,2026-02-26 00:00:00,AH145FU,229.0
17,2026-06-19 00:00:00,AF159RQ,230.0
17,2026-04-22 00:00:00,AH570CG,231.0
17,2026-09-04 00:00:00,AI444UC,232.0
17,2026-09-04 00:00:00,AE126SG,233.0
17,2026-02-26 00:00:00,AH570BY,235.0
17,2026-01-14 00:00:00,AF381FJ,237.0
17,2026-02-26 00:00:00,AG101BU,238.0
17,2026-02-26 00:00:00,AG118FA,239.0
17,2026-02-26 00:00:00,AF429AG,240.0
17,2026-04-22 00:00:00,AF159RK,241.0
17,2026-04-22 00:00:00,AG561ZB,245.0
17,2026-07-30 00:00:00,AH570DF,246.0
17,2026-04-22 00:00:00,AF429AI,247.0
17,2026-04-22 00:00:00,AF542SW,248.0
17,2026-07-30 00:00:00,AH656SS,249.0
17,2026-07-30 00:00:00,AF381FN,251.0
17,2026-09-04 00:00:00,AF429BE,252.0
17,2026-04-22 00:00:00,AG562AW,253.0
17,2026-04-22 00:00:00,AG130QK,254.0
17,2026-02-26 00:00:00,AH145FP,255.0
17,2026-01-14 00:00:00,AF782CH,257.0
17,2026-01-14 00:00:00,AG539WV,258.0
17,2026-06-19 00:00:00,AG118FL,259.0
17,2026-04-22 00:00:00,AH656UX,260.0
17,2026-02-26 00:00:00,AG562AM,263.0
17,2026-01-14 00:00:00,AH877IA,264.0
17,2026-01-14 00:00:00,AG130QB,265.0
17,2026-06-19 00:00:00,AG539WN,266.0
17,2026-06-19 00:00:00,AF391MD,267.0
17,2026-01-14 00:00:00,AF381FL,268.0
17,2026-07-30 00:00:00,AE683BI,271.0
