linea,fecha,dominio,interno
128,2026-01-21 00:00:00,AA894KA,8708
128,2026-01-21 00:00:00,AD631PQ,8716
128,2026-01-21 00:00:00,AD631PT,8733
128,2026-01-21 00:00:00,AG050EF,8723
128,2026-03-03 00:00:00,AB411OU,8702
128,2026-03-03 00:00:00,AC925ST,8712
128,2026-03-03 00:00:00,AD631PP,8715
128,2026-03-03 00:00:00,AE512KT,8704
128,2026-04-29 00:00:00,AC167MN,8513
128,2026-04-29 00:00:00,AC925SG,8710
128,2026-04-29 00:00:00,AE512KV,8706
128,2026-04-29 00:00:00,AE512LB,8727
128,2026-04-29 00:00:00,AF627NO,8721
128,2026-06-22 00:00:00,AC873WK,8713
128,2026-06-22 00:00:00,AE512KZ,8725
128,2026-06-22 00:00:00,AE512LF,8726
128,2026-06-22 00:00:00,AG050EC,8722
128,2026-07-31 00:00:00,AC925SH,8732
128,2026-07-31 00:00:00,AD631PR,8714
128,2026-07-31 00:00:00,AD631PS,8742
128,2026-07-31 00:00:00,AD947YT,8705
128,2026-07-31 00:00:00,AF332OF,8744
nan,,NAN,nan
128,2026-04-29 00:00:00,AC167MN,8513.0
128,2026-03-03 00:00:00,AB411OU,8702.0
128,2026-03-03 00:00:00,AE512KT,8704.0
128,2026-07-31 00:00:00,AD947YT,8705.0
128,2026-04-29 00:00:00,AE512KV,8706.0
128,2026-01-21 00:00:00,AA894KA,8708.0
128,2026-04-29 00:00:00,AC925SG,8710.0
128,2026-03-03 00:00:00,AC925ST,8712.0
128,2026-06-22 00:00:00,AC873WK,8713.0
128,2026-07-31 00:00:00,AD631PR,8714.0
128,2026-03-03 00:00:00,AD631PP,8715.0
128,2026-01-21 00:00:00,AD631PQ,8716.0
128,2026-04-29 00:00:00,AF627NO,8721.0
128,2026-06-22 00:00:00,AG050EC,8722.0
128,2026-01-21 00:00:00,AG050EF,8723.0
128,2026-06-22 00:00:00,AE512KZ,8725.0
128,2026-06-22 00:00:00,AE512LF,8726.0
128,2026-04-29 00:00:00,AE512LB,8727.0
128,2026-07-31 00:00:00,AC925SH,8732.0
128,2026-01-21 00:00:00,AD631PT,8733.0
128,2026-07-31 00:00:00,AD631PS,8742.0
128,2026-07-31 00:00:00,AF332OF,8744.0
