linea,fecha,dominio,interno
85,2026-08-25 00:00:00,AB105RA,1.0
85,2026-05-11 00:00:00,AF487GD,8.0
85,2026-08-25 00:00:00,AE119LW,11.0
85,2026-07-07 00:00:00,AF009AV,12.0
85,2026-01-27 00:00:00,AE819UX,16.0
85,2026-03-16 00:00:00,AH332NB,23.0
85,2026-01-27 00:00:00,AB126ZR,24.0
85,2026-01-27 00:00:00,AF487GI,25.0
85,2026-07-07 00:00:00,AG956YL,27.0
85,2026-01-27 00:00:00,AB080DY,29.0
85,2026-05-11 00:00:00,AB127BV,30.0
85,2026-01-27 00:00:00,AG956YJ,32.0
85,2026-07-07 00:00:00,AF034JA,33.0
85,2026-05-11 00:00:00,POD373,35.0
85,2026-01-27 00:00:00,AB080DX,36.0
85,2026-05-11 00:00:00,AB127BS,37.0
85,2026-01-27 00:00:00,AE908XB,38.0
85,2026-01-27 00:00:00,AF487GN,39.0
85,2026-08-25 00:00:00,AE819UW,41.0
85,2026-03-16 00:00:00,AG880WI,42.0
85,2026-01-27 00:00:00,AF487GJ,43.0
85,2026-05-11 00:00:00,AE781DE,45.0
85,2026-03-16 00:00:00,AF009AZ,47.0
85,2026-08-25 00:00:00,AE781DD,48.0
85,2026-03-16 00:00:00,AB127BR,50.0
85,2026-01-27 00:00:00,AF009AX,52.0
85,2026-01-27 00:00:00,AD978UC,53.0
85,2026-03-16 00:00:00,POD379,54.0
85,2026-03-16 00:00:00,AE850RD,55.0
85,2026-05-11 00:00:00,AF009AY,56.0
85,2026-05-11 00:00:00,POD384,59.0
85,2026-05-11 00:00:00,AF487GG,61.0
85,2026-08-25 00:00:00,AH107MQ,62.0
85,2026-01-27 00:00:00,AB127BU,64.0
85,2026-07-07 00:00:00,AH332NE,65.0
85,2026-08-25 00:00:00,AD978UJ,68.0
85,2026-08-25 00:00:00,AF893RE,70.0
85,2026-08-25 00:00:00,AF063IC,73.0
85,2026-08-25 00:00:00,AD978UI,74.0
85,2026-05-11 00:00:00,AG880WH,78.0
85,2026-03-16 00:00:00,OSK9557,79.0
85,2026-08-25 00:00:00,AE119LU,80.0
85,2026-07-07 00:00:00,POD374,81.0
85,2026-03-16 00:00:00,OTO648,90.0
85,2026-03-16 00:00:00,AA366HA,91.0
85,2026-08-25 00:00:00,AH332ND,92.0
85,2026-03-16 00:00:00,POD378,93.0
85,2026-03-16 00:00:00,AD978UH,94.0
85,2026-07-07 00:00:00,AE850RS,95.0
85,2026-05-11 00:00:00,POD380,96.0
85,2026-07-07 00:00:00,AH332NA,100.0
85,2026-03-16 00:00:00,AB127BO,104.0
85,2026-05-11 00:00:00,OTO649,105.0
85,2026-07-07 00:00:00,AB126ZQ,106.0
