linea,fecha,dominio,interno
56,2026-06-02 00:00:00,AC167MG,510.0
56,2026-02-24 00:00:00,AF481FK,1007.0
56,2026-06-02 00:00:00,AF481FJ,1008.0
56,2026-02-24 00:00:00,AF804NW,1009.0
56,2026-04-16 00:00:00,AF804NY,1010.0
56,2026-02-24 00:00:00,AF481FL,1012.0
56,2026-02-24 00:00:00,AF804OA,1013.0
56,2026-07-22 00:00:00,AF804NZ,1014.0
56,2026-06-02 00:00:00,AF804NX,1015.0
56,2026-04-16 00:00:00,AF894KG,1017.0
56,2026-07-22 00:00:00,AF894KK,1018.0
56,2026-07-22 00:00:00,AF293TP,1019.0
56,2026-04-16 00:00:00,AF894KL,1020.0
56,2026-04-16 00:00:00,AG026GP,1021.0
56,2026-02-24 00:00:00,AF894KM,1022.0
56,2026-07-22 00:00:00,AF261ZY,1030.0
56,2026-07-22 00:00:00,AB799DK,1032.0
56,2026-07-22 00:00:00,AB411OX,1035.0
56,2026-06-02 00:00:00,AC830AI,1038.0
56,2026-06-02 00:00:00,PFD606,1039.0
56,2026-02-24 00:00:00,PFD609,1045.0
56,2026-04-16 00:00:00,PCS544,1046.0
56,2026-04-16 00:00:00,PFD610,1047.0
