linea,fecha,dominio,interno
24,30/04/2026,AD973XN,4903.0
24,15/01/2026,AF261ZO,4905.0
24,23/06/2026,AA132UA,4906.0
24,05/03/2026,AD973XL,4907.0
24,14/08/2026,AA366GL,4908.0
24,23/06/2026,AD216XO,4909.0
24,15/01/2026,AD216XW,4910.0
24,14/08/2026,AG164GL,4911.0
24,14/08/2026,AD280GK,4912.0
24,30/04/2026,AG164GM,4913.0
24,15/01/2026,AF261ZW,4914.0
24,14/08/2026,AD216XU,4915.0
24,30/04/2026,AF261ZP,4922.0
24,15/01/2026,AF261ZQ,4924.0
24,15/01/2026,AG236AU,4926.0
24,30/04/2026,AC453RI,4934.0
24,23/06/2026,AC625RF,4937.0
24,23/06/2026,AA132UH,4938.0
24,30/04/2026,AF254IE,4939.0
24,05/03/2026,AF231IQ,4940.0
24,30/04/2026,AF231IZ,4941.0
24,05/03/2026,AC625RO,4942.0
24,30/04/2026,AF231IR,4943.0
24,05/03/2026,AC625RG,4944.0
24,05/03/2026,AA132UI,4945.0
24,23/06/2026,AI353JV,4946.0
24,30/04/2026,AF254IC,4947.0
24,05/03/2026,AF261ZU,4948.0
24,05/03/2026,AC625RE,4949.0
24,05/03/2026,AC625QN,4950.0
24,05/03/2026,AF231IS,4951.0
24,05/03/2026,AF254IA,4952.0
24,15/01/2026,AC453RU,4953.0
24,14/08/2026,AA166FO,4954.0
24,14/08/2026,AI278BT,4956.0
24,15/01/2026,AA229RZ,4960.0
24,15/01/2026,AC676VR,4961.0
24,14/08/2026,AC453RS,4962.0
24,15/01/2026,AC625QO,4968.0
24,23/06/2026,AC625RH,4969.0
24,14/08/2026,AC625QF,4971.0
24,23/06/2026,AC453RP,4976.0
24,30/04/2026,AC453RK,4977.0
24,23/06/2026,AC453RL,4978.0
,,NAN,
