linea,fecha,dominio,interno
133,15/05/2026,AC099XB,3624.0
133,31/03/2026,AC099XL,3625.0
133,15/05/2026,AC099XN,3626.0
133,31/03/2026,AC099XK,3627.0
133,02/02/2026,AC100AA,3631.0
133,15/07/2026,AC099XD,3634.0
133,31/03/2026,AC099YX,3648.0
133,27/08/2029,AC099ZD,3650.0
133,15/07/2026,AC048UC,3658.0
133,27/08/2029,AC099XC,3683.0
133,31/03/2026,AC099XH,3684.0
133,15/05/2026,AC048UM,3687.0
133,15/05/2026,AC048TY,3690.0
133,31/03/2026,AC100AC,3705.0
133,15/05/2026,AC099ZX,3730.0
133,15/07/2026,AC099ZV,3742.0
133,31/03/2026,AC132LS,3752.0
133,27/08/2029,AC099XM,3757.0
133,15/07/2026,AC099ZG,3761.0
133,02/02/2026,AC099YW,3768.0
133,02/02/2026,AC099ZU,3769.0
133,15/07/2026,AC099ZW,3772.0
133,15/05/2026,AC132LU,3778.0
133,27/08/2029,AC099ZF,3781.0
133,15/05/2026,AC099XI,3791.0
133,27/08/2029,AF119TA,3882.0
133,31/03/2026,AF161ZL,3888.0
133,31/03/2026,AF161ZQ,3889.0
133,31/03/2026,AF161ZH,3890.0
133,27/08/2029,AF162AX,3891.0
133,02/02/2026,AF732OI,4002.0
133,27/08/2029,AF769US,4008.0
133,02/02/2026,AF769UI,4009.0
133,15/05/2026,AF769UT,4012.0
133,02/02/2026,AF732OW,4014.0
133,15/07/2026,AG233MA,4021.0
133,15/07/2026,AG205XN,4022.0
133,27/08/2029,AG233MI,4023.0
133,15/07/2026,AG205XS,4026.0
133,27/08/2029,AG027YS,4147.0
