linea,fecha,dominio,interno
135,2026-05-20 00:00:00,AD414DF,901.0
135,2026-05-20 00:00:00,AD414DH,904.0
135,2026-03-11 00:00:00,AE590IR,908.0
135,2026-08-12 00:00:00,AC966VN,910.0
135,2026-08-12 00:00:00,AD414CS,911.0
135,2026-03-11 00:00:00,AE590IQ,913.0
135,2026-03-11 00:00:00,AE751LG,914.0
135,2026-03-11 00:00:00,AF894LF,918.0
135,2026-08-12 00:00:00,AC669YR,922.0
135,2026-08-12 00:00:00,AC925SV,923.0
135,2026-05-20 00:00:00,AE751MN,924.0
135,2026-03-11 00:00:00,AE721LZ,934.0
135,2026-02-05 00:00:00,AC925SF,937.0
135,2026-08-12 00:00:00,AE721MB,942.0
135,2026-08-12 00:00:00,AE721LZ,943.0
135,2026-02-05 00:00:00,AF266JX,945.0
135,2026-05-20 00:00:00,AC925TC,948.0
135,2026-05-20 00:00:00,AF106VX,949.0
135,2026-02-05 00:00:00,AF159VO,954.0
