linea,fecha,dominio,interno
158,2026-01-22 00:00:00,AB345QU,8826
158,2026-01-22 00:00:00,AB379WR,8820
158,2026-01-22 00:00:00,AB629FV,8822
158,2026-03-13 00:00:00,AB379WS,8823
158,2026-05-07 00:00:00,AE046JL,8805
158,2026-05-07 00:00:00,AE046JO,8802
158,2026-05-07 00:00:00,AE512KU,8825
158,2026-05-07 00:00:00,AE512KY,8803
158,2026-07-03 00:00:00,AB411PG,8827
158,2026-07-03 00:00:00,AG469ZI,8809
158,2026-08-21 00:00:00,AG469ZJ,8807
nan,,NAN,nan
158,2026-05-07 00:00:00,AE046JO,8802.0
158,2026-05-07 00:00:00,AE512KY,8803.0
158,2026-05-07 00:00:00,AE046JL,8805.0
158,2026-08-21 00:00:00,AG469ZJ,8807.0
158,2026-07-03 00:00:00,AG469ZI,8809.0
158,2026-01-22 00:00:00,AB379WR,8820.0
158,2026-01-22 00:00:00,AB629FV,8822.0
158,2026-03-13 00:00:00,AB379WS,8823.0
158,2026-05-07 00:00:00,AE512KU,8825.0
158,2026-01-22 00:00:00,AB345QU,8826.0
158,2026-07-03 00:00:00,AB411PG,8827.0
