linea,fecha,dominio,interno
164,2026-04-08 00:00:00,AE094KN,9301.0
164,2026-09-17 00:00:00,AE094KT,9302.0
164,2026-09-16 00:00:00,AE094KR,9305.0
164,2026-09-17 00:00:00,AE094KM,9307.0
164,2026-05-29 00:00:00,AE094KQ,9308.0
164,2026-02-06 00:00:00,AE094KL,9309.0
164,2026-09-17 00:00:00,AE112GD,9311.0
164,2026-05-29 00:00:00,AE094KX,9314.0
164,2026-09-16 00:00:00,AG578ZN,9327.0
164,2026-04-08 00:00:00,AD947YQ,9332.0
164,2026-02-06 00:00:00,AD947YO,9333.0
164,2026-05-29 00:00:00,AD947XX,9340.0
164,2026-05-29 00:00:00,AD947XG,9343.0
164,2026-05-29 00:00:00,AG249VR,9347.0
164,2026-02-06 00:00:00,AF794LR,9349.0
164,2026-05-29 00:00:00,AF595TQ,9357.0
164,2026-09-17 00:00:00,AF672DK,9366.0
