linea,fecha,dominio,interno
79,2026-05-28 00:00:00,AG453TR,5206.0
79,2026-05-28 00:00:00,AG453TS,5207.0
79,2026-09-17 00:00:00,AG491IS,5208.0
79,2026-02-06 00:00:00,AE998PI,5210.0
79,2026-05-28 00:00:00,AG453TP,5211.0
79,2026-09-17 00:00:00,AG145ZN,5213.0
79,2026-05-28 00:00:00,AG453TQ,5214.0
79,2026-09-17 00:00:00,AG145ZJ,5222.0
79,2026-04-08 00:00:00,AD463TQ,5223.0
79,2026-09-16 00:00:00,AE094KE,5224.0
79,2026-05-28 00:00:00,AC873VC,5227.0
79,2026-04-08 00:00:00,AE730DZ,5230.0
79,2026-04-08 00:00:00,AB488PQ,5235.0
79,2026-02-06 00:00:00,AA424IH,5237.0
79,2026-04-08 00:00:00,AC616YG,5237.0
79,2026-09-16 00:00:00,AD490XG,5238.0
79,2026-05-28 00:00:00,AE730DZ,5240.0
79,2026-09-16 00:00:00,AE094KH,5248.0
79,2026-02-06 00:00:00,AA395SZ,5255.0
79,2026-04-08 00:00:00,PNN718,5263.0
