linea,fecha,dominio,interno
,,NAN,
22,2026-02-03 00:00:00,AA556VC,301.0
22,2026-04-01 00:00:00,OWG796,302.0
22,2026-02-03 00:00:00,NWD145,303.0
22,2026-09-01 00:00:00,NWD146,303.0
22,2026-09-01 00:00:00,OJH809,304.0
22,2026-02-03 00:00:00,NWM384,305.0
22,2026-07-17 00:00:00,OIN012,306.0
22,2026-07-17 00:00:00,PLJ321,307.0
22,2026-05-18 00:00:00,NWM383,309.0
22,2026-02-03 00:00:00,NWM386,310.0
22,2026-07-17 00:00:00,OTO687,311.0
22,2026-09-01 00:00:00,PMX286,312.0
22,2026-02-03 00:00:00,PAX143,313.0
22,2026-05-18 00:00:00,OIS834,314.0
22,2026-05-18 00:00:00,PMX285,315.0
22,2026-09-01 00:00:00,PMX284,315.0
22,2026-02-03 00:00:00,OVS434,316.0
22,2026-04-01 00:00:00,AA383LA,317.0
22,2026-04-01 00:00:00,OHJ292,319.0
22,2026-05-18 00:00:00,OHJ289,321.0
22,2026-04-01 00:00:00,OHJ290,322.0
22,2026-02-03 00:00:00,OHJ291,323.0
22,2026-07-17 00:00:00,AA040AW,324.0
22,2026-04-01 00:00:00,AA383MV,325.0
22,2026-09-01 00:00:00,OKJ777,326.0
22,2026-09-01 00:00:00,ONV915,327.0
22,2026-07-17 00:00:00,OQZ445,330.0
22,2026-07-17 00:00:00,ONV913,332.0
22,2026-07-17 00:00:00,NWD144,333.0
22,2026-05-18 00:00:00,NDW145,336.0
22,2026-09-01 00:00:00,NWD145,336.0
22,2026-02-03 00:00:00,OMX979,337.0
22,2026-04-01 00:00:00,AA356KZ,340.0
22,2026-04-01 00:00:00,ONV914,344.0
22,2026-07-17 00:00:00,PLJ320,345.0
22,2026-09-01 00:00:00,OGI355,346.0
22,2026-05-18 00:00:00,AA556VB,348.0
22,2026-02-03 00:00:00,PMX285,352.0
22,2026-04-01 00:00:00,NWD147,354.0
22,2026-05-18 00:00:00,PLJ318,360.0
22,2026-05-18 00:00:00,PNN729,362.0
22,2026-05-18 00:00:00,AA537ZZ,366.0
