linea,fecha,dominio,interno
195,2026-03-18 00:00:00,AB717JK,159
195,2026-03-18 00:00:00,AE073BI,112
195,2026-03-18 00:00:00,AE091TK,109
195,2026-03-18 00:00:00,AE091TÑ,108
195,2026-03-18 00:00:00,AE129OP,120
195,2026-03-18 00:00:00,AE129OV,122
195,2026-03-18 00:00:00,AE129OZ,123
195,2026-03-18 00:00:00,AH049ZN,110
195,2026-03-18 00:00:00,NMP779,230
195,2026-03-18 00:00:00,NMP782,121
195,2026-03-26 00:00:00,AB562PK,146
195,2026-03-26 00:00:00,AB562PN,181
195,2026-03-26 00:00:00,AB700BI,182
195,2026-03-26 00:00:00,AC019DO,145
195,2026-03-26 00:00:00,AC019DV,155
195,2026-03-26 00:00:00,AE129OL,119
195,2026-03-26 00:00:00,AE147LB,125
195,2026-03-26 00:00:00,AH050BG,118
195,2026-03-26 00:00:00,AH098KU,113
195,2026-03-26 00:00:00,MCU848,326
195,2026-06-04 00:00:00,AB126BG,103
195,2026-06-04 00:00:00,AB562PL,163
195,2026-06-04 00:00:00,AE091TJ,111
195,2026-06-04 00:00:00,AE129OJ,117
195,2026-06-04 00:00:00,AE129OX,124
195,2026-06-04 00:00:00,AH050BF,114
195,2026-06-04 00:00:00,AH050BI,116
195,2026-06-04 00:00:00,NXD917,144
195,2026-06-11 00:00:00,AE091TA,128
195,2026-06-11 00:00:00,AH049ZL,107
195,2026-06-11 00:00:00,AH049ZO,106
195,2026-06-11 00:00:00,AH141CL,270
195,2026-06-11 00:00:00,AH141CM,131
195,2026-06-11 00:00:00,AH141CO,132
195,2026-06-11 00:00:00,AH141CP,269
195,2026-06-11 00:00:00,AH277WL,243
195,2026-06-04 00:00:00,AB126BG,103.0
195,2026-06-11 00:00:00,AH049ZO,106.0
195,2026-06-11 00:00:00,AH049ZL,107.0
195,2026-03-18 00:00:00,AE091TÑ,108.0
195,2026-03-18 00:00:00,AE091TK,109.0
195,2026-03-18 00:00:00,AH049ZN,110.0
195,2026-06-04 00:00:00,AE091TJ,111.0
195,2026-03-18 00:00:00,AE073BI,112.0
195,2026-03-26 00:00:00,AH098KU,113.0
195,2026-06-04 00:00:00,AH050BF,114.0
195,2026-06-04 00:00:00,AH050BI,116.0
195,2026-06-04 00:00:00,AE129OJ,117.0
195,2026-03-26 00:00:00,AH050BG,118.0
195,2026-03-26 00:00:00,AE129OL,119.0
195,2026-03-18 00:00:00,AE129OP,120.0
195,2026-03-18 00:00:00,NMP782,121.0
195,2026-03-18 00:00:00,AE129OV,122.0
195,2026-03-18 00:00:00,AE129OZ,123.0
195,2026-06-04 00:00:00,AE129OX,124.0
195,2026-03-26 00:00:00,AE147LB,125.0
195,2026-06-11 00:00:00,AE091TA,128.0
195,2026-06-11 00:00:00,AH141CM,131.0
195,2026-06-11 00:00:00,AH141CO,132.0
195,2026-06-04 00:00:00,NXD917,144.0
195,2026-03-26 00:00:00,AC019DO,145.0
195,2026-03-26 00:00:00,AB562PK,146.0
195,2026-03-26 00:00:00,AC019DV,155.0
195,2026-03-18 00:00:00,AB717JK,159.0
195,2026-06-04 00:00:00,AB562PL,163.0
195,2026-03-26 00:00:00,AB562PN,181.0
195,2026-03-26 00:00:00,AB700BI,182.0
195,2026-03-18 00:00:00,NMP779,230.0
195,2026-06-11 00:00:00,AH277WL,243.0
195,2026-06-11 00:00:00,AH141CP,269.0
195,2026-06-11 00:00:00,AH141CL,270.0
195,2026-03-26 00:00:00,MCU848,326.0
