linea,fecha,dominio,interno
15,21/05/2026,AE851SL,1.0
15,14/07/2026,AC310FE,10.0
15,14/07/2026,AD910AV,100.0
15,09/02/2026,AD051KZ,101.0
15,24/08/2026,AA989GJ,102.0
15,30/03/2026,AD051KW,104.0
15,09/02/2026,AE809KC,107.0
15,21/05/2026,AC413PS,108.0
15,21/05/2026,AD404DE,109.0
15,30/03/2026,AC296DS,110.0
15,30/03/2026,AG623GE,112.0
15,09/02/2026,AF233LF,113.0
15,21/05/2026,AC660UJ,115.0
15,14/07/2026,AG253CT,118.0
15,09/02/2026,AE283RL,119.0
15,24/08/2026,AG490MU,18.0
15,21/05/2026,AE752ZL,2.0
15,09/02/2026,AE716GP,23.0
15,30/03/2026,AF233LR,24.0
15,14/07/2026,AD179KE,30.0
15,14/07/2026,AG623GC,31.0
15,30/03/2026,AG835QS,33.0
15,24/08/2026,AF294GP,35.0
15,30/03/2026,AB960VH,36.0
15,21/05/2026,AC207ZY,38.0
15,21/05/2026,AE167JI,41.0
15,21/05/2026,AE167JL,46.0
15,14/07/2026,AG835QR,49.0
15,09/02/2026,AG507TB,5.0
15,24/08/2026,AC296DT,52.0
15,14/07/2026,AE752ZW,58.0
15,14/07/2026,AE809KA,61.0
15,09/02/2026,AE167JJ,63.0
15,21/05/2026,AE964TX,66.0
15,21/05/2026,AC660OD,67.0
15,14/07/2026,AC291KH,69.0
15,09/02/2026,AD529BJ,71.0
15,24/08/2026,AD803PY,72.0
15,24/08/2026,AE745KQ,74.0
15,24/08/2026,AE167JH,78.0
15,24/08/2026,AG835QD,8.0
15,30/03/2026,AA909XN,82.0
15,30/03/2026,AE094BJ,83.0
15,09/02/2026,AE752ZV,85.0
15,09/02/2026,AA909XO,86.0
15,09/02/2026,AG526XU,88.0
15,14/07/2026,AG790RZ,89.0
15,24/08/2026,AC891TO,9.0
15,24/08/2026,AG507TC,9.0
15,09/02/2026,AE082RF,99.0
,,NAN,
