linea,fecha,dominio,interno
134,2026-03-04 00:00:00,AF571KY,4705.0
134,2026-06-26 00:00:00,AF266IJ,4706.0
134,2026-04-23 00:00:00,AF266IL,4707.0
134,2026-06-26 00:00:00,AF266IT,4709.0
134,2026-08-19 00:00:00,AF266IM,4710.0
134,2026-01-16 00:00:00,AF266IS,4711.0
134,2026-08-19 00:00:00,AF571KZ,4712.0
134,2026-06-26 00:00:00,AF571LB,4714.0
134,2026-04-23 00:00:00,AF571KX,4715.0
134,2026-04-23 00:00:00,AF481FV,4717.0
134,2026-03-04 00:00:00,AF571LA,4718.0
134,2026-08-19 00:00:00,AF481FY,4720.0
134,2026-08-19 00:00:00,AF266IU,4721.0
134,2026-03-04 00:00:00,AF525BP,4722.0
134,2026-03-04 00:00:00,AF481FX,4723.0
134,2026-06-26 00:00:00,AF525BO,4724.0
134,2026-08-19 00:00:00,AF293VQ,4725.0
134,2026-01-16 00:00:00,AF525BK,4726.0
134,2026-04-23 00:00:00,AF481FU,4727.0
134,2026-08-19 00:00:00,AF481FT,4728.0
134,2026-03-04 00:00:00,AF293VR,4729.0
134,2026-01-16 00:00:00,AF395WK,4731.0
134,2026-06-26 00:00:00,AF293TX,4732.0
134,2026-04-23 00:00:00,AF266IR,4733.0
134,2026-08-19 00:00:00,AF481FB,4734.0
134,2026-04-23 00:00:00,AF395WO,4735.0
134,2026-01-16 00:00:00,AF481FA,4736.0
134,2026-06-26 00:00:00,AF481EZ,4737.0
134,2026-06-26 00:00:00,AF525BI,4738.0
134,2026-04-23 00:00:00,AF481EY,4739.0
134,2026-04-23 00:00:00,AF481EX,4740.0
134,2026-08-19 00:00:00,AF332OQ,4742.0
134,2026-01-16 00:00:00,AF332OU,4743.0
134,2026-03-04 00:00:00,AF525BH,4744.0
134,2026-01-16 00:00:00,AF332OS,4746.0
134,2026-08-19 00:00:00,AF525BM,4748.0
134,2026-08-19 00:00:00,AF332OT,4750.0
134,2026-04-23 00:00:00,AF332OP,4751.0
