linea,fecha,dominio,interno
63,2026-04-06 00:00:00,AG663QG,107.0
63,2026-04-06 00:00:00,AI058VT,114.0
63,2026-04-06 00:00:00,AF930YT,115.0
63,2026-07-20 00:00:00,OWU151,116.0
63,2026-07-20 00:00:00,PLC411,117.0
63,2026-02-13 00:00:00,AE709AS,118.0
63,2026-02-13 00:00:00,AD672QB,119.0
63,2026-05-22 00:00:00,AH122DO,120.0
63,2026-07-20 00:00:00,AE051ET,121.0
63,2026-07-20 00:00:00,PDB344,122.0
63,2026-05-22 00:00:00,AH122DN,123.0
63,2026-05-22 00:00:00,AG663RC,126.0
63,2026-02-13 00:00:00,AH122DQ,127.0
63,2026-02-13 00:00:00,AH707FX,128.0
63,2026-05-22 00:00:00,AE709AT,133.0
63,2026-02-13 00:00:00,AE709AV,136.0
63,2026-04-06 00:00:00,AI058VV,137.0
63,2026-07-20 00:00:00,OTH514,138.0
63,2026-05-22 00:00:00,AH122DP,139.0
63,2026-04-06 00:00:00,AF318IB,140.0
63,2026-07-20 00:00:00,AH122DM,141.0
63,2026-02-13 00:00:00,AG774SL,144.0
63,2026-04-06 00:00:00,AC305FU,148.0
63,2026-05-22 00:00:00,AE709AU,151.0
