linea,fecha,dominio,interno
126,06/08/2026,AI198AV,1.0
126,06/08/2026,AE773WI,12.0
126,05/06/2026,AE291TM,14.0
126,05/06/2026,AE850DF,16.0
126,06/08/2026,AD609MT,18.0
126,05/06/2026,AH164UO,19.0
126,05/06/2026,AG790QK,20.0
126,05/06/2026,AE301CL,22.0
126,10/02/2026,AH635WX,23.0
126,15/04/2026,AG663YW,24.0
126,15/04/2026,AD644LO,25.0
126,05/06/2026,AF069EO,27.0
126,05/06/2026,AD922AP,29.0
126,10/02/2026,AG790QQ,3.0
126,15/04/2026,AG848ZD,30.0
126,10/02/2026,AF445CC,31.0
126,15/04/2026,AH229II,33.0
126,10/02/2026,AG822VS,34.0
126,15/04/2026,AD732HP,35.0
126,10/02/2026,AF730KJ,4.0
126,15/04/2026,AE638BV,43.0
126,15/04/2026,AG490MG,46.0
126,05/06/2026,AE638BZ,5.0
126,10/02/2026,AF181VR,51.0
126,10/02/2026,AH229IX,52.0
126,06/08/2026,AH816TI,57.0
126,06/08/2026,AE725ML,58.0
126,06/08/2026,AE669IB,6.0
126,06/08/2026,AD573KY,63.0
126,10/02/2026,AE638BD,64.0
126,06/08/2026,NUN574,65.0
126,06/08/2026,AF087QW,68.0
126,10/02/2026,AF279DP,69.0
126,05/06/2026,AG848ZE,7.0
126,10/02/2026,AG526XK,74.0
126,15/04/2026,AG526XJ,76.0
126,15/04/2026,AE483HI,77.0
126,15/04/2026,AE773WK,78.0
126,05/06/2026,AI079ZD,79.0
126,06/08/2026,AE638BB,8.0
