linea,fecha,dominio,interno
159,2026-01-26 00:00:00,AB190RW,96
159,2026-01-26 00:00:00,AB263OO,1
159,2026-01-26 00:00:00,AB263OR,101
159,2026-01-26 00:00:00,AB554OH,134
159,2026-01-26 00:00:00,AF589RZ,261
159,2026-01-26 00:00:00,LGX719,113
159,2026-01-26 00:00:00,MMU002,26
159,2026-01-26 00:00:00,NAB534,65
159,2026-01-26 00:00:00,OGT586,118
159,2026-01-26 00:00:00,OOT525,90
159,2026-01-26 00:00:00,OVF928,46
159,2026-01-26 00:00:00,PAR006,103
159,2026-04-28 00:00:00,AB190RS,31
159,2026-04-28 00:00:00,AB263OI,127
159,2026-04-28 00:00:00,AB263OP,67
159,2026-04-28 00:00:00,AB263OY,226
159,2026-04-28 00:00:00,AB507JE,22
159,2026-04-28 00:00:00,AD482RT,15
159,2026-04-28 00:00:00,AF655RD,237
159,2026-04-28 00:00:00,AF862XB,239
159,2026-04-28 00:00:00,MYL406,138
159,2026-07-01 00:00:00,AB455BP,130
159,2026-07-01 00:00:00,AB507JI,211
159,2026-07-01 00:00:00,AF527HG,202
159,2026-07-01 00:00:00,AF655RE,229
159,2026-07-01 00:00:00,AF655RH,231
159,2026-07-01 00:00:00,AH043IQ,242
159,2026-07-01 00:00:00,MOT956,45
159,2026-07-01 00:00:00,OPG526,116
159,2026-07-01 00:00:00,PAR025,52
159,2026-08-11 00:00:00,AB190RV,44
159,2026-08-11 00:00:00,AB455BO,206
159,2026-08-11 00:00:00,AD659IP,256
159,2026-08-11 00:00:00,AF629KZ,233
159,2026-08-11 00:00:00,AF655RB,222
159,2026-08-11 00:00:00,AF745OO,214
159,2026-08-11 00:00:00,MJP286,123
159,2026-08-11 00:00:00,PMW750,60
159,2026-01-26 00:00:00,AB263OO,1.0
159,2026-04-28 00:00:00,AD482RT,15.0
159,2026-04-28 00:00:00,AB507JE,22.0
159,2026-01-26 00:00:00,MMU002,26.0
159,2026-04-28 00:00:00,AB190RS,31.0
159,2026-08-11 00:00:00,AB190RV,44.0
159,2026-07-01 00:00:00,MOT956,45.0
159,2026-01-26 00:00:00,OVF928,46.0
159,2026-07-01 00:00:00,PAR025,52.0
159,2026-08-11 00:00:00,PMW750,60.0
159,2026-01-26 00:00:00,NAB534,65.0
159,2026-04-28 00:00:00,AB263OP,67.0
159,2026-01-26 00:00:00,OOT525,90.0
159,2026-01-26 00:00:00,AB190RW,96.0
159,2026-01-26 00:00:00,AB263OR,101.0
159,2026-01-26 00:00:00,PAR006,103.0
159,2026-01-26 00:00:00,LGX719,113.0
159,2026-07-01 00:00:00,OPG526,116.0
159,2026-01-26 00:00:00,OGT586,118.0
159,2026-08-11 00:00:00,MJP286,123.0
159,2026-04-28 00:00:00,AB263OI,127.0
159,2026-07-01 00:00:00,AB455BP,130.0
159,2026-01-26 00:00:00,AB554OH,134.0
159,2026-04-28 00:00:00,MYL406,138.0
159,2026-07-01 00:00:00,AF527HG,202.0
159,2026-08-11 00:00:00,AB455BO,206.0
159,2026-07-01 00:00:00,AB507JI,211.0
159,2026-08-11 00:00:00,AF745OO,214.0
159,2026-08-11 00:00:00,AF655RB,222.0
159,2026-04-28 00:00:00,AB263OY,226.0
159,2026-07-01 00:00:00,AF655RE,229.0
159,2026-07-01 00:00:00,AF655RH,231.0
159,2026-08-11 00:00:00,AF629KZ,233.0
159,2026-04-28 00:00:00,AF655RD,237.0
159,2026-04-28 00:00:00,AF862XB,239.0
159,2026-07-01 00:00:00,AH043IQ,242.0
159,2026-08-11 00:00:00,AD659IP,256.0
159,2026-01-26 00:00:00,AF589RZ,261.0
