linea,fecha,dominio,interno
2,05/01/2026,AE928KX,1.0
2,18/02/2026,AD921YR,10.0
2,08/06/2026,AD741WC,11.0
2,10/08/2026,AB653YQ,12.0
2,05/01/2026,AE099ZO,16.0
2,05/01/2026,AE696SR,17.0
2,18/02/2026,AD573KX,18.0
2,10/08/2026,AE846RE,2.0
2,27/04/2026,AF347KU,2.0
2,08/06/2026,AF074FT,21.0
2,18/02/2026,AD154UA,22.0
2,27/04/2026,AF347KO,24.0
2,27/04/2026,PER048,26.0
2,08/06/2026,AD741WG,27.0
2,18/02/2026,AF293ZP,28.0
2,08/06/2026,AF423QZ,30.0
2,18/02/2026,MQH376,30.0
2,08/06/2026,AA930TM,31.0
2,18/02/2026,AD179KD,32.0
2,05/01/2026,AD154UC,33.0
2,18/02/2026,AC515FG,34.0
2,05/01/2026,AD741WD,35.0
2,27/04/2026,OAX117,36.0
2,10/08/2026,OUL012,37.0
2,10/08/2026,AF341FS,39.0
2,27/04/2026,PER049,42.0
2,27/04/2026,AF347KT,43.0
2,05/01/2026,AC213SZ,44.0
2,27/04/2026,AE099ZU,45.0
2,05/01/2026,AB761FE,46.0
2,18/02/2026,AE081HC,47.0
2,08/06/2026,AB563JT,49.0
2,27/04/2026,OGZ667,5.0
2,05/01/2026,AE081HD,50.0
2,10/08/2026,AB370TN,51.0
2,10/08/2026,AB340SW,52.0
2,05/01/2026,AA034JL,53.0
2,05/01/2026,AE081HB,55.0
2,10/08/2026,AE928KY,7.0
2,27/04/2026,AF293ZQ,8.0
2,10/08/2026,NSS859,9.0
,,NAN,
