dominio,empresaNro,razonSocial,linea,interno,anioModelo,chasisMarca,carroceriaMarca,vigenciaHasta,vigenciaHastaInspeccionTecnica,tecnicaNro
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
,2067,,37,,,,,,,
