dominio,interno,servicios,anioModelo,cantAsientos,empresaNro,cuit,razonSocial,vigenciaHastaInspeccionTecnica,tecnicaNro,tipoTecnica,categoriaAprob,CarroceriaMarca,CarroceriaModelo,expOrig,expModif,disposicion,tacografoMarca,tacografoNro,linea,chasisNro,chasisMarca,chasisModelo,accesibilidad,jurisdiccion,aireAcondicionado,vigenciaHasta
AA017OO,46,SERVICIO COMÚN,2016,27,2064,30546337150,EMP.DE TTE. PEDRO DE MENDOZA COM. E IND.,04/10/2026,113640,CENT,URBANO COMÚN CON AIRE,LA FAVORITA,,76222/2014,,0089/14,,,29,8AB368187GA145887,MERCEDES BENZ,OH 1718 L/62,SI,JN:NACIONAL,SI,UC:2026-12-31
AA017OP,23,SERVICIO COMÚN,2016,27,2064,30546337150,EMP.DE TTE. PEDRO DE MENDOZA COM. E IND.,16/11/2026,119602,CENT,URBANO COMÚN CON AIRE,LA FAVORITA,,76222/2014,,0089/14,,,29,8AB368187GA145950,MERCEDES BENZ,OH 1718 L/62,SI,JN:NACIONAL,SI,UC:2026-12-31
AA017OQ,3,SERVICIO COMÚN,2016,27,2064,30546337150,EMP.DE TTE. PEDRO DE MENDOZA COM. E IND.,16/11/2026,119617,CENT,URBANO COMÚN CON AIRE,LA FAVORITA,,76222/2014,,0089/14,,,29,8AB368187GA145886,MERCEDES BENZ,OH 1718 L/62,SI,JN:NACIONAL,SI,UC:2026-12-31
AA330GM,20,SERVICIO COMÚN,2016,27,2064,30546337150,EMP.DE TTE. PEDRO DE MENDOZA COM. E IND.,28/02/2027,420366,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,LA FAVORITA,,68084/2016,,0068/16,,,29,8AB368187GA146128,MERCEDES BENZ,OH 1721 L-SB/62,SI,JN:NACIONAL,SI,UC:2026-12-31
AA768BO,21,SERVICIO COMÚN,2017,28,2064,30546337150,EMP.DE TTE. PEDRO DE MENDOZA COM. E IND.,06/12/2026,253957,CENT,URBANO PISO BAJO MOV RED,BAM BAM,MENGHI,94769/2016,,0140/16,,,29,8AB368187HA146242,MERCEDES BENZ,OH 1721 L-SB/62,SI,JN:NACIONAL,SI,UC:2027-12-31
AA768BP,8,SERVICIO COMÚN,2017,28,2064,30546337150,EMP.DE TTE. PEDRO DE MENDOZA COM. E IND.,14/09/2026,66368,CENT,URBANO PISO BAJO MOV RED,BAM BAM,MENGHI,94769/2016,,0140/16,,,29,8AB368187HA146262,MERCEDES BENZ,OH 1721 L-SB/62,SI,JN:NACIONAL,SI,UC:2027-12-31
AB045TI,14,SERVICIO COMÚN,2017,28,2064,30546337150,EMP.DE TTE. PEDRO DE MENDOZA COM. E IND.,04/01/2027,256440,CENT,URBANO PISO BAJO MOV RED,BAM BAM,MENGHI,94769/2016,,0140/16,,,29,8AB368187HA146568,MERCEDES BENZ,OH 1721 L-SB/62,SI,JN:NACIONAL,SI,UC:2027-12-31
AB045TL,4,SERVICIO COMÚN,2017,28,2064,30546337150,EMP.DE TTE. PEDRO DE MENDOZA COM. E IND.,18/10/2026,114553,CENT,URBANO PISO BAJO MOV RED,BAM BAM,MENGHI,94769/2016,,0140/16,,,29,8AB368187HA146579,MERCEDES BENZ,OH 1721 L-SB/62,SI,JN:NACIONAL,SI,UC:2027-12-31
AB340EB,55,SERVICIO COMÚN,2017,26,2064,30546337150,EMP.DE TTE. PEDRO DE MENDOZA COM. E IND.,05/03/2027,422181,CENT,URBANO PISO BAJO MOV RED,AUTOBUS,,75501/2016,,073/16,,,29,8AB368187HA146258,MERCEDES BENZ,OH 1721 L-SB/62,SI,JN:NACIONAL,SI,UC:2027-12-31
AB493PV,17,SERVICIO COMÚN,2017,27,2064,30546337150,EMP.DE TTE. PEDRO DE MENDOZA COM. E IND.,11/10/2026,113848,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,LA FAVORITA,,68084/2016,,0068/16,,,29,8AB368187HA146759,MERCEDES BENZ,OH 1721 L-SB/62,SI,JN:NACIONAL,SI,UC:2027-12-31
