dominio;interno;servicios;anioModelo;cantAsientos;empresaNro;cuit;razonSocial;vigenciaHastaInspeccionTecnica;tecnicaNro;tipoTecnica;categoriaAprob;CarroceriaMarca;CarroceriaModelo;expOrig;expModif;disposicion;tacografoMarca;tacografoNro;linea;chasisNro;chasisMarca;chasisModelo;accesibilidad;jurisdiccion;aireAcondicionado;vigenciaHasta
AA935NU;5104;SERVICIO COMÚN;2017;25;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;10/02/2027;327967;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;65134/2016;;0056/16;;;74;8BBC59B1AHM002399;AGRALE;MT 15.0 LE Euro V;SI;JN:NACIONAL;SI;UC:2025-03-05
AB340HD;5107;SERVICIO COMÚN;2017;51;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;06/01/2027;300976;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;23743/2017;;053/17;;;74;8BBC87B7AHM000038;AGRALE;MT 27.0 Articulado Euro V;SI;JN:NACIONAL;SI;UC:2024-03-05
AB488PS;5100;SERVICIO COMÚN;2018;28;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;25/12/2026;250039;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;65132/2016;;0057/16;;;74;8BBC67B1AIM000945;AGRALE;MT 17.0 LE 6000;SI;JN:NACIONAL;SI;UC:2028-12-31
AD584PT;5103;SERVICIO COMÚN;2019;28;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;21/11/2026;108575;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;65132/2016;;0057/16;;;74;8BBC67B1AKM001270;AGRALE;MT 17.0 LE 6000;SI;JN:NACIONAL;SI;UC:2025-05-06
AE046JH;5109;SERVICIO COMÚN;2020;28;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;11/12/2026;246955;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;65132/2016;;0057/16;;;74;8BBC67B1ALM001464;AGRALE;MT 17.0 LE 6000;SI;JN:NACIONAL;SI;UC:2026-12-10
AE094KB;5116;SERVICIO COMÚN;2020;28;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;24/12/2026;250025;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;65132/2016;;0057/16;;;74;8BBC67B1ALM001483;AGRALE;MT 17.0 LE 6000;SI;JN:NACIONAL;SI;UC:2026-12-23
AE094KJ;5132;SERVICIO COMÚN;2020;28;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;12/12/2026;243223;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;65132/2016;;0057/16;;;74;8BBC67B1ALM001484;AGRALE;MT 17.0 LE 6000;SI;JN:NACIONAL;SI;UC:2026-12-11
AE112GK;5121;SERVICIO COMÚN;2020;28;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;24/12/2026;250024;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;65132/2016;;0057/16;;;74;8BBC67B1ALM001472;AGRALE;MT 17.0 LE 6000;SI;JN:NACIONAL;SI;UC:2026-12-23
AE207GR;5113;SERVICIO COMÚN;2020;28;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;19/12/2026;248451;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;65132/2016;;0057/16;;;74;8BBC67B1ALM001547;AGRALE;MT 17.0 LE 6000;SI;JN:NACIONAL;SI;UC:2026-12-18
AE207GS;5111;SERVICIO COMÚN;2020;28;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;30/12/2026;250149;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;65132/2016;;0057/16;;;74;8BBC67B1ALM001546;AGRALE;MT 17.0 LE 6000;SI;JN:NACIONAL;SI;UC:2026-12-30
AE624VV;5106;SERVICIO COMÚN;2021;29;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;21/01/2027;323598;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;2020-66833731;;036/20;;;74;8BBC59B1ALM002965;AGRALE;MT 15.0 LE Euro V;SI;JN:NACIONAL;SI;UC:2026-07-26
AE763OA;5115;SERVICIO COMÚN;2021;33;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;27/11/2026;243414;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;2019-56589789;;038/19;;;74;8BBC67B1ALM001619;AGRALE;MT 17.0 LE 6000;SI;JN:NACIONAL;SI;UC:2031-12-31
AE763OE;5105;SERVICIO COMÚN;2021;33;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;13/12/2026;247000;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;2019-56589789;;038/19;;;74;8BBC67B1ALM001622;AGRALE;MT 17.0 LE 6000;SI;JN:NACIONAL;SI;UC:2031-12-31
AE763OG;5128;SERVICIO COMÚN;2021;33;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;18/01/2027;301198;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;2019-56589789;;038/19;CONTINENTAL;45174914;74;8BBC67B1ALM001623;AGRALE;MT 17.0 LE 6000;SI;JN:NACIONAL;SI;UC:2031-12-31
AE763OM;5108;SERVICIO COMÚN;2021;33;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;13/01/2027;301073;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;2019-56589789;;038/19;;;74;8BBC67B1ALM001628;AGRALE;MT 17.0 LE 6000;SI;JN:NACIONAL;SI;UC:2031-12-31
