dominio,interno,servicios,anioModelo,cantAsientos,empresaNro,cuit,razonSocial,vigenciaHastaInspeccionTecnica,tecnicaNro,tipoTecnica,categoriaAprob,CarroceriaMarca,CarroceriaModelo,expOrig,expModif,disposicion,tacografoMarca,tacografoNro,linea,chasisNro,chasisMarca,chasisModelo,accesibilidad,jurisdiccion,aireAcondicionado,vigenciaHasta
AE096UY,69,SERVICIO COMÚN,2020,26,2054,30546333333,LINEA 213 S.A. DE TRANSPORTE,18/11/2026,117949,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,AUTOBUS,,2019-111028056,,002/20,,,53,8AB368187LA149842,MERCEDES BENZ,OH 1721 L-SB/62,SI,JN:NACIONAL,SI,UC:2030-12-31
AE096UZ,70,SERVICIO COMÚN,2020,26,2054,30546333333,LINEA 213 S.A. DE TRANSPORTE,11/11/2026,117865,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,AUTOBUS,,2019-111028056,,002/20,,,53,8AB368187LA149651,MERCEDES BENZ,OH 1721 L-SB/62,SI,JN:NACIONAL,SI,UC:2030-12-31
AE106RA,98,SERVICIO COMÚN,2020,26,2054,30546333333,LINEA 213 S.A. DE TRANSPORTE,10/12/2026,122771,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,AUTOBUS,,2019-111028056,,002/20,,,53,8AB368187LA149656,MERCEDES BENZ,OH 1721 L-SB/62,SI,JN:NACIONAL,SI,UC:2030-12-31
AE106RB,89,SERVICIO COMÚN,2020,26,2054,30546333333,LINEA 213 S.A. DE TRANSPORTE,30/11/2026,122627,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,AUTOBUS,,2019-111028056,,002/20,,,53,8AB368187LA149729,MERCEDES BENZ,OH 1721 L-SB/62,SI,JN:NACIONAL,SI,UC:2030-12-31
AE132CB,100,SERVICIO COMÚN,2020,26,2054,30546333333,LINEA 213 S.A. DE TRANSPORTE,08/12/2026,122737,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,AUTOBUS,,2019-111028056,,002/20,,,53,8AB368187LA149916,MERCEDES BENZ,OH 1721 L-SB/62,SI,JN:NACIONAL,SI,UC:2030-12-31
AE132CC,107,SERVICIO COMÚN,2020,26,2054,30546333333,LINEA 213 S.A. DE TRANSPORTE,20/11/2026,117997,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,AUTOBUS,,2019-111028056,,002/20,,,53,8AB368187LA149901,MERCEDES BENZ,OH 1721 L-SB/62,SI,JN:NACIONAL,SI,UC:2030-12-31
AE132CD,60,SERVICIO COMÚN,2020,26,2054,30546333333,LINEA 213 S.A. DE TRANSPORTE,14/11/2026,117908,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,AUTOBUS,,2019-111028056,,002/20,,,53,8AB368187LA149908,MERCEDES BENZ,OH 1721 L-SB/62,SI,JN:NACIONAL,SI,UC:2030-12-31
AE132CE,101,SERVICIO COMÚN,2020,26,2054,30546333333,LINEA 213 S.A. DE TRANSPORTE,04/12/2026,122694,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,AUTOBUS,,2019-111028056,,002/20,,,53,8AB368187LA149907,MERCEDES BENZ,OH 1721 L-SB/62,SI,JN:NACIONAL,SI,UC:2030-12-31
AE374KM,106,SERVICIO COMÚN,2020,26,2054,30546333333,LINEA 213 S.A. DE TRANSPORTE,30/09/2026,66612,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,AUTOBUS,,2019-111028056,,002/20,,,53,8AB368187LA149974,MERCEDES BENZ,OH 1721 L-SB/62,SI,JN:NACIONAL,SI,UC:2030-12-31
AE374KN,55,SERVICIO COMÚN,2020,26,2054,30546333333,LINEA 213 S.A. DE TRANSPORTE,17/10/2026,113553,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,AUTOBUS,,2019-111028056,,002/20,,,53,8AB368187MA150131,MERCEDES BENZ,OH 1721 L-SB/62,SI,JN:NACIONAL,SI,UC:2030-12-31
