dominio,interno,servicios,anioModelo,cantAsientos,empresaNro,cuit,razonSocial,vigenciaHastaInspeccionTecnica,tecnicaNro,tipoTecnica,categoriaAprob,CarroceriaMarca,CarroceriaModelo,expOrig,expModif,disposicion,tacografoMarca,tacografoNro,linea,chasisNro,chasisMarca,chasisModelo,accesibilidad,jurisdiccion,aireAcondicionado,vigenciaHasta
AB340HG,5313,SERVICIO COMÚN,2017,51,2079,30545637045,EMPRESA SAN VICENTE S.A.T.,12/12/2026,243242,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,23743/2017,,053/17,,,177,8BBC87B7AHM000032,AGRALE,MT 27.0 Articulado Euro V,SI,JN:NACIONAL,SI,UC:2027-12-31
AB340HN,5326,SERVICIO COMÚN,2017,51,2079,30545637045,EMPRESA SAN VICENTE S.A.T.,11/10/2026,99252,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,23743/2017,,053/17,,,177,8BBC87B7AHM000040,AGRALE,MT 27.0 Articulado Euro V,SI,JN:NACIONAL,SI,UC:2022-09-21
AB488PV,5344,SERVICIO COMÚN,2018,28,2079,30545637045,EMPRESA SAN VICENTE S.A.T.,05/03/2027,333509,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65132/2016,,0057/16,,,177,8BBC67B1AIM000948,AGRALE,MT 17.0 LE 6000,SI,JN:NACIONAL,SI,UC:2028-12-31
AB933WR,5329,SERVICIO COMÚN,2018,28,2079,30545637045,EMPRESA SAN VICENTE S.A.T.,28/09/2026,94942,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65132/2016,,0057/16,,,177,8BBC67B1AJM001005,AGRALE,MT 17.0 LE 6000,SI,JN:NACIONAL,SI,UC:2028-12-31
AB933WT,5325,SERVICIO COMÚN,2018,28,2079,30545637045,EMPRESA SAN VICENTE S.A.T.,21/09/2026,66882,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65132/2016,,0057/16,,,177,8BBC67B1AJM001007,AGRALE,MT 17.0 LE 6000,SI,JN:NACIONAL,SI,UC:2028-12-31
AB984LB,5337,SERVICIO COMÚN,2018,28,2079,30545637045,EMPRESA SAN VICENTE S.A.T.,14/09/2026,58224,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65132/2016,,0057/16,,,177,8BBC67B1AJM001003,AGRALE,MT 17.0 LE 6000,SI,JN:NACIONAL,SI,UC:2023-01-22
AB984LC,5324,SERVICIO COMÚN,2018,28,2079,30545637045,EMPRESA SAN VICENTE S.A.T.,18/02/2027,327479,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65132/2016,,0057/16,,,177,8BBC67B1AJM001006,AGRALE,MT 17.0 LE 6000,SI,JN:NACIONAL,SI,UC:2028-12-31
AC302BF,5330,SERVICIO COMÚN,2017,28,2079,30545637045,EMPRESA SAN VICENTE S.A.T.,05/03/2027,333510,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65132/2016,,0057/16,,,177,8BBC67B1AJM000992,AGRALE,MT 17.0 LE 6000,SI,JN:NACIONAL,SI,UC:2021-08-24
AC302BG,5306,SERVICIO COMÚN,2017,28,2079,30545637045,EMPRESA SAN VICENTE S.A.T.,31/01/2027,260583,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65132/2016,,0057/16,,,177,8BBC67B1AJM000996,AGRALE,MT 17.0 LE 6000,SI,JN:NACIONAL,SI,UC:2021-08-22
AC467NE,5336,SERVICIO COMÚN,2018,28,2079,30545637045,EMPRESA SAN VICENTE S.A.T.,16/11/2026,108478,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65132/2016,,0057/16,,,177,8BBC67B1AJM001078,AGRALE,MT 17.0 LE 6000,SI,JN:NACIONAL,SI,UC:2028-12-31
