dominio,interno,servicios,anioModelo,cantAsientos,empresaNro,cuit,razonSocial,vigenciaHastaInspeccionTecnica,tecnicaNro,tipoTecnica,categoriaAprob,CarroceriaMarca,CarroceriaModelo,expOrig,expModif,disposicion,tacografoMarca,tacografoNro,linea,chasisNro,chasisMarca,chasisModelo,accesibilidad,jurisdiccion,aireAcondicionado,vigenciaHasta
AA164PY,145,SERVICIO COMÚN,2016,25,2037,30546228106,BERNARDINO RIVADAVIA S.A.T.A.,22/12/2026,255197,CENT,URBANO COMÚN CON AIRE,METALPAR,,143352/2013,,0015/14,,,63,8BBC59B1AGM002223,AGRALE,MT 15.0 LE,SI,JN:NACIONAL,SI,UC:2026-12-31
AA164PZ,125,SERVICIO COMÚN,2016,25,2037,30546228106,BERNARDINO RIVADAVIA S.A.T.A.,28/11/2026,122319,CENT,URBANO COMÚN CON AIRE,METALPAR,,143352/2013,,0015/14,,,63,8BBC59B1AGM002222,AGRALE,MT 15.0 LE,SI,JN:NACIONAL,SI,UC:2026-12-31
AA185ND,129,SERVICIO COMÚN,2016,25,2037,30546228106,BERNARDINO RIVADAVIA S.A.T.A.,30/12/2026,255897,CENT,URBANO COMÚN CON AIRE,METALPAR,,143352/2013,,0015/14,,,63,8BBC59B1AGM002171,AGRALE,MT 15.0 LE,SI,JN:NACIONAL,SI,UC:2026-12-31
AA185NE,101,SERVICIO COMÚN,2016,25,2037,30546228106,BERNARDINO RIVADAVIA S.A.T.A.,20/11/2026,119347,CENT,URBANO COMÚN CON AIRE,METALPAR,,143352/2013,,0015/14,,,63,8BBC59B1AGM002169,AGRALE,MT 15.0 LE,SI,JN:NACIONAL,SI,UC:2026-12-31
AA185NF,132,SERVICIO COMÚN,2016,25,2037,30546228106,BERNARDINO RIVADAVIA S.A.T.A.,15/10/2026,114295,CENT,URBANO COMÚN CON AIRE,METALPAR,,143352/2013,,0015/14,,,63,8BBC59B1AGM002167,AGRALE,MT 15.0 LE,SI,JN:NACIONAL,SI,UC:2026-12-31
AA185NM,142,SERVICIO COMÚN,2016,25,2037,30546228106,BERNARDINO RIVADAVIA S.A.T.A.,24/12/2026,255235,CENT,URBANO COMÚN CON AIRE,METALPAR,,143352/2013,,0015/14,,,63,8BBC59B1AGM002168,AGRALE,MT 15.0 LE,SI,JN:NACIONAL,SI,UC:2026-12-31
AA185NN,153,SERVICIO COMÚN,2016,25,2037,30546228106,BERNARDINO RIVADAVIA S.A.T.A.,26/12/2026,255867,CENT,URBANO COMÚN CON AIRE,METALPAR,,143352/2013,,0015/14,,,63,8BBC59B1AGM002172,AGRALE,MT 15.0 LE,SI,JN:NACIONAL,SI,UC:2026-12-31
AA672GO,124,SERVICIO COMÚN,2017,24,2037,30546228106,BERNARDINO RIVADAVIA S.A.T.A.,08/12/2026,253114,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,BAM BAM,,111575/2016,,0158/16,,,63,953258S47GR609807,VOLKSWAGEN,18.280 OT Low Entry,SI,JN:NACIONAL,SI,UC:2027-12-31
AC305FU,148,SERVICIO COMÚN,2018,25,2037,30546228106,BERNARDINO RIVADAVIA S.A.T.A.,04/10/2026,66997,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,METALPAR,,2665/2017,,0006/17,,,63,8AB368185JA148062,MERCEDES BENZ,OH 1621 L-SB/55,SI,JN:NACIONAL,SI,UC:2028-12-31
AC782DE,110,SERVICIO COMÚN,2017,31,2037,30546228106,BERNARDINO RIVADAVIA S.A.T.A.,13/01/2027,259067,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,BAM BAM,,2018-9206433,,0024/18,,,63,953258S44GR610607,VOLKSWAGEN,18.280 OT Low Entry,SI,JN:NACIONAL,SI,UC:2027-12-31
