dominio;empresaNro;razonSocial;linea;interno;anioModelo;chasisMarca;carroceriaMarca;vigenciaHasta;vigenciaHastaInspeccionTecnica;tecnicaNro
AG805LJ;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;215;2024;;;;UC: 2034-12-31;29/10/2026
AG805LK;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;223;2024;;;;UC: 2034-12-31;27/10/2026
AG805LL;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;220;2024;;;;UC: 2034-12-31;28/10/2026
AH043IO;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;260;2024;;;;UC: 2025-08-05;19/02/2027
AH043IP;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;216;2024;;;;UC: 2025-08-05;18/02/2027
AH043IQ;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;242;2024;;;;UC: 2025-08-05;12/02/2027
LGX719;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;113;2013;;;;UC: 2026-12-31;04/09/2026
LGX730;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;99;2013;;;;UC: 2026-12-31;31/12/2026
MGL415;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;255;2013;;;;UC: 2020-06-13;22/10/2026
MJP274;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;95;2013;;;;UC: 2026-12-31;01/11/2026
MJP284;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;58;2013;;;;UC: 2026-12-31;24/10/2026
MJP285;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;4;2013;;;;UC: 2026-12-31;21/09/2026
MJP286;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;123;2013;;;;UC: 2026-12-31;01/11/2026
MJP294;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;122;2013;;;;UC: 2026-12-31;29/10/2026
MJP296;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;70;2013;;;;UC: 2026-12-31;26/10/2026
MLL976;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;170;2013;;;;UC: 2026-12-31;02/11/2026
MLL983;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;150;2013;;;;UC: 2026-12-31;22/10/2026
MLL984;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;109;2013;;;;UC: 2026-12-31;22/10/2026
MLL985;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;10;2013;;;;UC: 2026-12-31;23/10/2026
MLL986;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;161;2013;;;;UC: 2026-12-31;03/10/2026
MLL987;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;126;2013;;;;UC: 2026-12-31;12/10/2026
MLL989;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;20;2013;;;;UC: 2026-12-31;05/10/2026
MLL990;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;47;2013;;;;UC: 2026-12-31;23/10/2026
MLL991;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;43;2013;;;;UC: 2026-12-31;01/06/2025
MLL992;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;6;2013;;;;UC: 2026-12-31;10/10/2026
MLL996;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;121;2013;;;;UC: 2026-12-31;01/11/2026
MLL997;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;66;2013;;;;UC: 2026-12-31;23/10/2026
MLL998;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;64;2013;;;;UC: 2026-12-31;12/10/2026
MMT992;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;23;2013;;;;UC: 2026-12-31;24/10/2026
MMT994;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;114;2013;;;;UC: 2026-12-31;29/10/2026
MMT995;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;105;2013;;;;UC: 2026-12-31;16/10/2026
MMU002;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;26;2013;;;;UC: 2026-12-31;08/11/2026
MOT956;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;45;2013;;;;UC: 2026-12-31;02/11/2026
MOT959;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;19;2013;;;;UC: 2026-12-31;19/10/2026
MOT969;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;140;2013;;;;UC: 2026-12-31;25/10/2026
MOT971;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;50;2013;;;;UC: 2026-12-31;26/09/2026
MOT973;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;8;2013;;;;UC: 2026-12-31;29/09/2026
MOT974;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;77;2013;;;;UC: 2026-12-31;19/09/2026
MYL405;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;7;2013;;;;UC: 2026-12-31;03/12/2026
MYL406;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;138;2013;;;;UC: 2026-12-31;07/11/2026
MYL407;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;51;2013;;;;UC: 2026-12-31;13/11/2026
MYL408;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;108;2013;;;;UC: 2026-12-31;17/11/2026
MYL409;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;62;2013;;;;UC: 2026-12-31;30/11/2026
NAB520;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;133;2013;;;;UC: 2026-12-31;29/11/2026
NAB521;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;49;2013;;;;UC: 2026-12-31;10/11/2026
NAB531;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;152;2013;;;;UC: 2026-12-31;07/11/2026
NAB532;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;93;2013;;;;UC: 2026-12-31;26/12/2026
NAB533;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;142;2013;;;;UC: 2026-12-31;10/11/2026
NAB534;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;65;2013;;;;UC: 2026-12-31;22/11/2026
NAB535;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;85;2013;;;;UC: 2026-12-31;24/11/2026
NNP142;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;33;2014;;;;UC: 2027-12-31;07/11/2026
NNP145;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;17;2014;;;;UC: 2027-12-31;04/09/2026
NUK634;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;131;2014;;;;UC: 2027-12-31;14/09/2026
OFD677;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;30;2014;;;;UC: 2027-12-31;12/10/2026
OGT583;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;84;2014;;;;UC: 2027-12-31;19/09/2026
OGT584;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;18;2014;;;;UC: 2027-12-31;09/10/2026
OGT586;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;118;2014;;;;UC: 2027-12-31;07/09/2026
OGT587;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;16;2014;;;;UC: 2027-12-31;06/09/2026
OOT521;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;75;2015;;;;UC: 2028-12-31;28/12/2026
OOT525;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;90;2015;;;;UC: 2028-12-31;27/12/2026
OPG525;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;72;2015;;;;UC: 2028-12-31;12/10/2026
OPG526;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;116;2015;;;;UC: 2028-12-31;18/12/2026
OPG527;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;115;2015;;;;UC: 2028-12-31;10/12/2026
OTB373;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;254;2015;;;;UC: 2028-12-31;07/08/2025
OVF928;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;46;2015;;;;UC: 2028-12-31;14/12/2026
OWR475;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;21;2015;;;;UC: 2028-12-31;02/01/2027
PAR004;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;120;2015;;;;UC: 2028-12-31;12/10/2026
PAR005;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;27;2015;;;;UC: 2028-12-31;12/10/2026
PAR006;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;103;2015;;;;UC: 2028-12-31;16/10/2026
PAR025;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;52;2015;;;;UC: 2028-12-31;10/10/2026
PBK259;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;80;2015;;;;UC: 2028-12-31;30/08/2026
