dominio;empresaNro;razonSocial;linea;interno;anioModelo;chasisMarca;carroceriaMarca;vigenciaHasta;vigenciaHastaInspeccionTecnica;tecnicaNro
AB190RR;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;111;2017;;;;UC: 2027-12-31;20/11/2026
AB190RS;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;31;2017;;;;UC: 2027-12-31;04/11/2026
AB190RT;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;100;2017;;;;UC: 2027-12-31;04/12/2026
AB190RU;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;112;2017;;;;UC: 2027-12-31;21/11/2026
AB190RV;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;44;2017;;;;UC: 2027-12-31;05/11/2026
AB190RW;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;96;2017;;;;UC: 2027-12-31;21/11/2026
AB190RX;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;41;2017;;;;UC: 2027-12-31;21/11/2026
AB263OI;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;127;2017;;;;UC: 2027-12-31;19/11/2026
AB263OJ;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;82;2017;;;;UC: 2027-12-31;13/11/2026
AB263OK;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;29;2017;;;;UC: 2027-12-31;14/11/2026
AB263OL;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;39;2017;;;;UC: 2027-12-31;15/11/2026
AB263OM;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;76;2017;;;;UC: 2027-12-31;25/12/2026
AB263ON;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;119;2017;;;;UC: 2027-12-31;18/11/2026
AB263OO;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;1;2017;;;;UC: 2027-12-31;21/11/2026
AB263OP;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;67;2017;;;;UC: 2027-12-31;16/11/2026
AB263OQ;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;83;2017;;;;UC: 2027-12-31;24/12/2026
AB263OR;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;101;2017;;;;UC: 2027-12-31;08/12/2026
AB263OS;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;53;2017;;;;UC: 2027-12-31;21/11/2026
AB263OT;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;63;2017;;;;UC: 2027-12-31;19/11/2026
AB263OX;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;40;2017;;;;UC: 2027-12-31;13/11/2026
AB263OY;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;226;2017;;;;UC: 2027-12-31;18/11/2026
AB455BN;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;228;2017;;;;UC: 2027-12-31;16/12/2026
AB455BO;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;206;2017;;;;UC: 2027-12-31;16/12/2026
AB455BP;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;130;2017;;;;UC: 2027-12-31;16/12/2026
AB455BQ;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;209;2017;;;;UC: 2027-12-31;10/12/2026
AB455BR;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;110;2017;;;;UC: 2027-12-31;12/06/2026
AB455BU;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;204;2017;;;;UC: 2027-12-31;08/01/2027
AB507JD;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;74;2017;;;;UC: 2027-12-31;14/01/2027
AB507JE;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;22;2017;;;;UC: 2027-12-31;03/02/2027
AB507JF;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;250;2017;;;;UC: 2027-12-31;29/01/2027
AB507JG;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;241;2017;;;;UC: 2027-12-31;13/01/2027
AB507JI;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;211;2017;;;;UC: 2027-12-31;12/02/2027
AB536SL;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;208;2017;;;;UC: 2027-12-31;28/01/2027
AB536SM;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;13;2017;;;;UC: 2027-12-31;08/01/2027
AB536SN;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;89;2017;;;;UC: 2027-12-31;01/01/2027
AB536SO;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;252;2017;;;;UC: 2027-12-31;09/07/2026
AB554OH;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;134;2017;;;;UC: 2027-12-31;19/02/2027
AB554OI;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;225;2017;;;;UC: 2027-12-31;17/01/2027
AB554OJ;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;224;2017;;;;UC: 2027-12-31;14/01/2027
AB584DY;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;57;2017;;;;UC: 2027-12-31;12/02/2027
AD482RT;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;15;2019;;;;UC: 2029-12-31;14/01/2027
AD659IO;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;258;2019;;;;UC: 2029-12-31;04/12/2026
AD659IP;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;256;2019;;;;UC: 2029-12-31;30/12/2026
AE775TZ;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;257;2021;;;;UC: 2031-12-31;11/12/2026
AF527HG;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;202;2022;;;;UC: 2032-12-31;16/09/2026
AF527HH;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;203;2022;;;;UC: 2032-12-31;07/09/2026
AF527HL;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;266;2022;;;;UC: 2032-12-31;13/10/2026
AF527HM;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;264;2022;;;;UC: 2032-12-31;26/09/2026
AF527HS;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;262;2022;;;;UC: 2032-12-31;23/09/2026
AF589RV;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;212;2022;;;;UC: 2032-12-31;20/10/2026
AF589RW;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;207;2020;;;;UC: 2030-12-31;14/10/2026
AF589RX;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;263;2022;;;;UC: 2032-12-31;24/10/2026
AF589RY;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;267;2022;;;;UC: 2032-12-31;12/11/2026
AF589RZ;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;261;2022;;;;UC: 2032-12-31;21/10/2026
AF629KZ;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;233;2022;;;;UC: 2032-12-31;09/12/2026
AF655RA;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;265;2022;;;;UC: 2032-12-31;09/12/2026
AF655RB;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;222;2022;;;;UC: 2032-12-31;17/12/2026
AF655RC;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;238;2022;;;;UC: 2032-12-31;06/12/2026
AF655RD;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;237;2022;;;;UC: 2032-12-31;03/12/2026
AF655RE;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;229;2022;;;;UC: 2032-12-31;18/12/2026
AF655RG;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;268;2022;;;;UC: 2032-12-31;08/12/2026
AF655RH;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;231;2022;;;;UC: 2032-12-31;26/12/2026
AF655RJ;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;232;2022;;;;UC: 2032-12-31;02/12/2026
AF655RK;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;219;2022;;;;UC: 2032-12-31;01/12/2026
AF745ON;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;240;2023;;;;UC: 2033-12-31;11/02/2027
AF745OO;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;214;2023;;;;UC: 2033-12-31;03/02/2027
AF745OQ;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;218;2023;;;;UC: 2033-12-31;10/02/2027
AF745OR;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;234;2023;;;;UC: 2033-12-31;19/02/2027
AF803WI;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;230;2023;;;;UC: 2033-12-31;18/09/2026
AF803WY;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;236;2023;;;;UC: 2033-12-31;16/09/2026
AF803WZ;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;227;2023;;;;UC: 2033-12-31;14/09/2026
AF862XB;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;239;2023;;;;UC: 2033-12-31;16/09/2026
AF862XF;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;235;2023;;;;UC: 2033-12-31;18/09/2026
AF862XG;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;221;2023;;;;UC: 2033-12-31;21/09/2026
AG404PA;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;205;2023;;;;UC: 2033-12-31;17/12/2026
AG410FQ;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;213;2023;;;;UC: 2024-07-02;01/01/2027
AG410FR;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;217;2023;;;;UC: 2024-07-02;02/01/2027
AG805LH;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;210;2024;;;;UC: 2034-12-31;22/10/2026
AG805LI;2100;MICRO OMNIBUS QUILMES S.A.C.I.F.;159;201;2024;;;;UC: 2034-12-31;21/10/2026
