dominio;empresaNro;razonSocial;linea;interno;anioModelo;chasisMarca;carroceriaMarca;vigenciaHasta;vigenciaHastaInspeccionTecnica;tecnicaNro
AB283TX;2021;EXPRESO QUILMES S.A.;98;45;2017;;;22/10/2026;;CENT
AB379VS;2021;EXPRESO QUILMES S.A.;98;75;2017;;;08/01/2027;;CENT
AB411OR;2021;EXPRESO QUILMES S.A.;98;16;2017;;;27/01/2027;;CENT
AB411OS;2021;EXPRESO QUILMES S.A.;98;62;2017;;;22/12/2026;;CENT
AB411OT;2021;EXPRESO QUILMES S.A.;98;80;2017;;;06/11/2026;;CENT
AB411OV;2021;EXPRESO QUILMES S.A.;98;82;2017;;;06/09/2026;;CENT
AB488PW;2021;EXPRESO QUILMES S.A.;98;66;2017;;;02/12/2026;;CENT
AC736OR;2021;EXPRESO QUILMES S.A.;98;22;2018;;;08/10/2026;;CENT
AC736OS;2021;EXPRESO QUILMES S.A.;98;11;2018;;;12/02/2027;;CENT
AC736OT;2021;EXPRESO QUILMES S.A.;98;54;2018;;;05/02/2027;;CENT
AC736OU;2021;EXPRESO QUILMES S.A.;98;63;2018;;;07/02/2027;;CENT
AC736OV;2021;EXPRESO QUILMES S.A.;98;135;2018;;;05/09/2026;;CENT
AC736OW;2021;EXPRESO QUILMES S.A.;98;85;2018;;;27/02/2027;;CENT
AC736OX;2021;EXPRESO QUILMES S.A.;98;76;2018;;;18/09/2026;;CENT
AC736OY;2021;EXPRESO QUILMES S.A.;98;39;2018;;;04/02/2027;;CENT
AC736OZ;2021;EXPRESO QUILMES S.A.;98;2;2018;;;20/09/2026;;CENT
AC736PS;2021;EXPRESO QUILMES S.A.;98;104;2018;;;29/01/2027;;CENT
AC787FQ;2021;EXPRESO QUILMES S.A.;98;130;2018;;;15/10/2026;;CENT
AC787FR;2021;EXPRESO QUILMES S.A.;98;46;2018;;;30/10/2026;;CENT
AC787FS;2021;EXPRESO QUILMES S.A.;98;86;2018;;;14/11/2026;;CENT
AC787FT;2021;EXPRESO QUILMES S.A.;98;30;2018;;;18/11/2026;;CENT
AC787FU;2021;EXPRESO QUILMES S.A.;98;26;2018;;;07/11/2026;;CENT
AC829ZH;2021;EXPRESO QUILMES S.A.;98;79;2018;;;12/11/2026;;CENT
AC829ZN;2021;EXPRESO QUILMES S.A.;98;97;2018;;;26/11/2026;;CENT
AC830AR;2021;EXPRESO QUILMES S.A.;98;35;2018;;;13/11/2026;;CENT
AC830AS;2021;EXPRESO QUILMES S.A.;98;21;2018;;;05/02/2027;;CENT
AC830AT;2021;EXPRESO QUILMES S.A.;98;64;2018;;;03/12/2026;;CENT
AD584PF;2021;EXPRESO QUILMES S.A.;98;74;2019;;;17/10/2026;;CENT
AD584PX;2021;EXPRESO QUILMES S.A.;98;19;2019;;;04/10/2026;;CENT
AF395WQ;2021;EXPRESO QUILMES S.A.;98;112;2022;;;22/12/2026;;CENT
AF395WR;2021;EXPRESO QUILMES S.A.;98;77;2022;;;16/12/2026;;CENT
AF395WS;2021;EXPRESO QUILMES S.A.;98;65;2022;;;17/12/2026;;CENT
AF395WT;2021;EXPRESO QUILMES S.A.;98;110;2022;;;10/12/2026;;CENT
AF481GB;2021;EXPRESO QUILMES S.A.;98;152;2022;;;06/02/2027;;CENT
AF672CI;2021;EXPRESO QUILMES S.A.;98;25;2023;;;08/01/2027;;CENT
AF672CK;2021;EXPRESO QUILMES S.A.;98;154;2023;;;08/01/2027;;CENT
AF672CM;2021;EXPRESO QUILMES S.A.;98;68;2023;;;16/01/2027;;CENT
AF672CN;2021;EXPRESO QUILMES S.A.;98;126;2023;;;10/01/2027;;CENT
AF672CO;2021;EXPRESO QUILMES S.A.;98;32;2023;;;14/01/2027;;CENT
AG026FT;2021;EXPRESO QUILMES S.A.;98;153;2023;;;10/12/2026;;CENT
AG026FU;2021;EXPRESO QUILMES S.A.;98;10;2023;;;08/12/2026;;CENT
AG415WK;2021;EXPRESO QUILMES S.A.;98;124;2024;;;19/02/2027;;CENT
AG415WL;2021;EXPRESO QUILMES S.A.;98;95;2024;;;21/02/2027;;CENT
AG708WM;2021;EXPRESO QUILMES S.A.;98;40;2024;;;07/02/2027;;CENT
AG708WN;2021;EXPRESO QUILMES S.A.;98;13;2024;;;11/02/2027;;CENT
AG806IG;2021;EXPRESO QUILMES S.A.;98;133;2024;;;10/10/2026;;CENT
AG806IH;2021;EXPRESO QUILMES S.A.;98;49;2024;;;08/10/2026;;CENT
AG806II;2021;EXPRESO QUILMES S.A.;98;102;2024;;;14/10/2026;;CENT
AG806IJ;2021;EXPRESO QUILMES S.A.;98;132;2024;;;15/10/2026;;CENT
AG806IK;2021;EXPRESO QUILMES S.A.;98;117;2024;;;06/10/2026;;CENT
AG806IL;2021;EXPRESO QUILMES S.A.;98;144;2024;;;08/10/2026;;CENT
AH107MW;2021;EXPRESO QUILMES S.A.;98;115;2025;;;20/02/2027;;CENT
AH107MX;2021;EXPRESO QUILMES S.A.;98;137;2025;;;04/02/2027;;CENT
AH107PX;2021;EXPRESO QUILMES S.A.;98;134;2025;;;03/02/2027;;CENT
AH107PY;2021;EXPRESO QUILMES S.A.;98;114;2025;;;03/02/2027;;CENT
AH123PF;2021;EXPRESO QUILMES S.A.;98;167;2025;;;20/02/2027;;CENT
AH654FW;2021;EXPRESO QUILMES S.A.;98;166;2025;;;24/01/2027;;CENT
AH663JV;2021;EXPRESO QUILMES S.A.;98;159;2025;;;12/02/2027;;CENT
AH663JW;2021;EXPRESO QUILMES S.A.;98;27;2025;;;13/02/2027;;CENT
AH791RK;2021;EXPRESO QUILMES S.A.;98;147;2025;;;20/11/2026;;CENT
AH791RL;2021;EXPRESO QUILMES S.A.;98;157;2025;;;19/11/2026;;CENT
AH872SO;2021;EXPRESO QUILMES S.A.;98;142;2025;;;11/09/2026;;CENT
AH872SP;2021;EXPRESO QUILMES S.A.;98;155;2025;;;11/09/2026;;CENT
AH872VH;2021;EXPRESO QUILMES S.A.;98;148;2025;;;07/10/2026;;CENT
AH924PE;2021;EXPRESO QUILMES S.A.;98;125;2025;;;10/10/2026;;CENT
AH924PF;2021;EXPRESO QUILMES S.A.;98;145;2025;;;13/10/2026;;CENT
AI353LX;2021;EXPRESO QUILMES S.A.;98;129;2026;;;19/12/2026;;CENT
AI429PX;2021;EXPRESO QUILMES S.A.;98;120;2026;;;12/02/2027;;CENT
OMV248;2021;EXPRESO QUILMES S.A.;98;57;2015;;;02/01/2027;;CENT
OMV249;2021;EXPRESO QUILMES S.A.;98;51;2015;;;16/10/2026;;CENT
OPB413;2021;EXPRESO QUILMES S.A.;98;6;2015;;;06/09/2026;;CENT
OPB434;2021;EXPRESO QUILMES S.A.;98;158;2015;;;30/10/2026;;CENT
OPB436;2021;EXPRESO QUILMES S.A.;98;160;2015;;;28/12/2026;;CENT
OPB437;2021;EXPRESO QUILMES S.A.;98;163;2015;;;08/09/2026;;CENT
OPB438;2021;EXPRESO QUILMES S.A.;98;151;2015;;;03/01/2027;;CENT
OPB441;2021;EXPRESO QUILMES S.A.;98;150;2015;;;08/09/2026;;CENT
OPB442;2021;EXPRESO QUILMES S.A.;98;162;2015;;;21/09/2026;;CENT
OPB443;2021;EXPRESO QUILMES S.A.;98;161;2015;;;13/09/2026;;CENT
OPB444;2021;EXPRESO QUILMES S.A.;98;156;2015;;;27/10/2026;;CENT
OPB445;2021;EXPRESO QUILMES S.A.;98;149;2015;;;24/10/2026;;CENT
OPI961;2021;EXPRESO QUILMES S.A.;98;169;2015;;;26/09/2026;;CENT
OPI962;2021;EXPRESO QUILMES S.A.;98;170;2015;;;18/10/2026;;CENT
OPI963;2021;EXPRESO QUILMES S.A.;98;168;2015;;;07/09/2026;;CENT
OPI964;2021;EXPRESO QUILMES S.A.;98;165;2015;;;05/10/2026;;CENT
OPI965;2021;EXPRESO QUILMES S.A.;98;164;2015;;;15/09/2026;;CENT
OQX281;2021;EXPRESO QUILMES S.A.;98;176;2015;;;28/09/2026;;CENT
OQX282;2021;EXPRESO QUILMES S.A.;98;171;2015;;;15/11/2026;;CENT
OQX283;2021;EXPRESO QUILMES S.A.;98;172;2015;;;18/10/2026;;CENT
OQX284;2021;EXPRESO QUILMES S.A.;98;175;2015;;;19/10/2026;;CENT
OQX285;2021;EXPRESO QUILMES S.A.;98;174;2015;;;12/10/2026;;CENT
OQX286;2021;EXPRESO QUILMES S.A.;98;173;2015;;;28/09/2026;;CENT
PKV639;2021;EXPRESO QUILMES S.A.;98;116;2016;;;09/10/2026;;CENT
PMP128;2021;EXPRESO QUILMES S.A.;98;99;2016;;;03/12/2026;;CENT
PMP130;2021;EXPRESO QUILMES S.A.;98;71;2016;;;18/01/2027;;CENT
PMP131;2021;EXPRESO QUILMES S.A.;98;41;2016;;;03/01/2027;;CENT
PMP133;2021;EXPRESO QUILMES S.A.;98;100;2016;;;29/01/2027;;CENT
PMP134;2021;EXPRESO QUILMES S.A.;98;55;2016;;;19/11/2026;;CENT
POD383;2021;EXPRESO QUILMES S.A.;98;78;2016;;;19/09/2026;;CENT
POD387;2021;EXPRESO QUILMES S.A.;98;91;2016;;;06/02/2027;;CENT
POD388;2021;EXPRESO QUILMES S.A.;98;105;2016;;;26/02/2027;;CENT
POD391;2021;EXPRESO QUILMES S.A.;98;52;2016;;;18/02/2027;;CENT
PON387;2021;EXPRESO QUILMES S.A.;98;72;2016;;;16/01/2027;;CENT
PON389;2021;EXPRESO QUILMES S.A.;98;94;2016;;;24/01/2027;;CENT
PON390;2021;EXPRESO QUILMES S.A.;98;23;2016;;;29/01/2027;;CENT
PON391;2021;EXPRESO QUILMES S.A.;98;140;2016;;;20/01/2027;;CENT
PPW738;2021;EXPRESO QUILMES S.A.;98;1;2016;;;21/02/2027;;CENT
PPW741;2021;EXPRESO QUILMES S.A.;98;123;2016;;;23/09/2026;;CENT
PPW768;2021;EXPRESO QUILMES S.A.;98;121;2016;;;05/02/2027;;CENT
PPW769;2021;EXPRESO QUILMES S.A.;98;12;2016;;;24/02/2027;;CENT
PPW770;2021;EXPRESO QUILMES S.A.;98;36;2016;;;07/01/2027;;CENT
PPW771;2021;EXPRESO QUILMES S.A.;98;44;2016;;;11/02/2027;;CENT
PPW772;2021;EXPRESO QUILMES S.A.;98;48;2016;;;11/02/2027;;CENT
PPW773;2021;EXPRESO QUILMES S.A.;98;34;2016;;;01/02/2027;;CENT
PPW774;2021;EXPRESO QUILMES S.A.;98;8;2016;;;22/01/2027;;CENT
PPW775;2021;EXPRESO QUILMES S.A.;98;138;2016;;;20/02/2027;;CENT
PPW776;2021;EXPRESO QUILMES S.A.;98;61;2016;;;18/09/2026;;CENT
PPW777;2021;EXPRESO QUILMES S.A.;98;73;2016;;;13/02/2027;;CENT
