dominio;empresaNro;razonSocial;linea;interno;anioModelo;chasisMarca;carroceriaMarca;vigenciaHasta;vigenciaHastaInspeccionTecnica;tecnicaNro
AA556JL;2021;EXPRESO QUILMES S.A.;98;81;2017;;;22/11/2026;;CENT
AA556JM;2021;EXPRESO QUILMES S.A.;98;67;2017;;;04/11/2026;;CENT
AB017PT;2021;EXPRESO QUILMES S.A.;98;111;2017;;;10/02/2027;;CENT
AB017PU;2021;EXPRESO QUILMES S.A.;98;69;2017;;;22/02/2027;;CENT
AB017PV;2021;EXPRESO QUILMES S.A.;98;50;2017;;;23/11/2026;;CENT
AB017PW;2021;EXPRESO QUILMES S.A.;98;17;2017;;;19/02/2027;;CENT
AB017PY;2021;EXPRESO QUILMES S.A.;98;53;2017;;;18/02/2027;;CENT
AB017PZ;2021;EXPRESO QUILMES S.A.;98;101;2017;;;10/09/2026;;CENT
AB105RR;2021;EXPRESO QUILMES S.A.;98;15;2017;;;24/01/2027;;CENT
AB105ST;2021;EXPRESO QUILMES S.A.;98;93;2017;;;05/11/2026;;CENT
AB267UI;2021;EXPRESO QUILMES S.A.;98;43;2017;;;23/01/2027;;CENT
AB283TG;2021;EXPRESO QUILMES S.A.;98;5;2017;;;30/09/2026;;CENT
AB283TH;2021;EXPRESO QUILMES S.A.;98;37;2017;;;14/10/2026;;CENT
AB283TI;2021;EXPRESO QUILMES S.A.;98;103;2017;;;20/10/2026;;CENT
AB283TJ;2021;EXPRESO QUILMES S.A.;98;18;2017;;;30/09/2026;;CENT
AB283TK;2021;EXPRESO QUILMES S.A.;98;106;2017;;;28/10/2026;;CENT
AB283TT;2021;EXPRESO QUILMES S.A.;98;113;2017;;;22/10/2026;;CENT
AB283TU;2021;EXPRESO QUILMES S.A.;98;59;2017;;;21/10/2026;;CENT
AB283TV;2021;EXPRESO QUILMES S.A.;98;60;2017;;;27/10/2026;;CENT
AB283TW;2021;EXPRESO QUILMES S.A.;98;29;2017;;;22/10/2026;;CENT
