dominio;empresaNro;razonSocial;linea;interno;anioModelo;chasisMarca;carroceriaMarca;vigenciaHasta;vigenciaHastaInspeccionTecnica;tecnicaNro
AD414CL;2042;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;100;4836;2019;;;31/12/2029;11/01/2027;256088
AD414CM;2042;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;100;4844;2019;;;31/12/2029;07/11/2026;115800
AD414CN;2042;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;100;4846;2019;;;31/12/2029;24/12/2026;255233
AD414CO;2042;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;100;4863;2019;;;31/12/2029;13/11/2026;119190
AD414CP;2042;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;100;4826;2019;;;31/12/2029;20/11/2026;119334
AD414CQ;2042;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;100;4823;2019;;;31/12/2029;17/10/2026;114334
AD414CW;2042;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;100;4834;2019;;;31/12/2029;12/11/2026;119149
AD414CX;2042;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;100;4843;2019;;;31/12/2029;14/02/2027;418933
AD414DQ;2042;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;100;4824;2019;;;31/12/2029;18/11/2026;119295
AD833ZE;2042;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;100;4839;2019;;;31/12/2029;13/02/2027;418901
AD833ZH;2042;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;100;4822;2019;;;31/12/2029;17/01/2027;259172
AD882PY;2042;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;100;4867;2019;;;31/12/2029;21/02/2027;419047
AD882PZ;2042;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;100;4865;2019;;;31/12/2029;19/09/2026;63932
AD919PA;2042;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;100;4845;2019;;;31/12/2029;22/02/2027;419077
AD919PB;2042;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;100;4854;2019;;;31/12/2029;19/02/2027;419001
AD919PC;2042;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;100;4853;2019;;;31/12/2029;12/02/2027;418871
AD919PD;2042;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;100;4852;2019;;;31/12/2029;18/02/2027;418975
AE183RF;2042;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;100;4814;2020;;;31/12/2030;20/09/2026;66864
AE183RZ;2042;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;100;4815;2020;;;31/12/2030;27/12/2026;255882
AE590KF;2042;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;100;4841;2021;;;31/12/2031;28/02/2027;420031
AE971FZ;2042;TRANSPORTES AUTOMOTORES RIACHUELO S.A.;100;4868;2021;;;31/12/2031;18/10/2026;114355
