DOMINIO;INTERNO;MODELO (AÑO);HABILITADO HASTA;TÉCNICA VIGENTE HASTA;N° TÉCNICA;EMPRESA NRO;RAZON SOCIAL;LINEA
AH872VJ;6458;2025;UC: 2035-12-31;07/09/2026;63733;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AH872VK;6455;2025;UC: 2035-12-31;25/09/2026;66899;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AH872VU;6456;2025;UC: 2035-12-31;17/09/2026;63900;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AH924PG;6457;2025;UC: 2035-12-31;27/09/2026;66944;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AI019DI;6483;2026;UC: 2026-07-16;29/01/2027;260564;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AI019DJ;6480;2026;DR: 2026-07-16;03/01/2027;255952;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AI019DK;6481;2026;UC: 2026-07-16;07/01/2027;256005;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AI032MW;6484;2026;UC: 2036-12-31;10/02/2027;260714;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AI065PI;6485;2026;DR: 2036-12-31;28/02/2027;420022;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AI065PJ;6070;2026;DR: 2036-12-31;18/02/2027;418977;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AI065PK;6069;2026;UC: 2036-12-31;12/02/2027;418872;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AI065PL;6067;2026;DR: 2036-12-31;13/02/2027;418902;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AI065PM;6068;2026;DR: 2036-12-31;14/02/2027;418934;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AI105RF;6071;2026;DR: 2036-12-31;20/02/2027;419027;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AI105SR;6062;2026;UC: 2036-12-31;19/02/2027;418994;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AI105SS;6064;2026;DR: 2036-12-31;21/02/2027;419051;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AI105VR;6486;2026;UC: 2036-12-31;18/09/2026;63911;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AI105VS;6487;2026;UC: 2036-12-31;18/09/2026;63912;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AI396NL;6489;2026;UC: 2036-12-31;04/02/2027;260622;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AI396NM;6490;2026;UC: 2036-12-31;04/02/2027;260621;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AI396NN;6488;2026;UC: 2036-12-31;05/02/2027;260643;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AI396NO;6491;2026;UC: 2036-12-31;07/02/2027;260676;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AI396NP;6493;2026;UC: 2036-12-31;05/02/2027;260642;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
AI396NQ;6492;2026;UC: 2036-12-31;04/02/2027;260620;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
NUK639;6199;2014;UC: 2027-12-31;27/11/2026;260534;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
PFD597;6429;2016;UC: 2026-12-31;14/12/2026;418938;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
PNX610;6427;2016;UC: 2026-12-31;16/01/2027;259132;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
PNX620;6428;2016;UC: 2026-12-31;16/01/2027;259133;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
PNX659;6430;2016;UC: 2026-12-31;08/02/2027;260699;2075;MICRO OMNIBUS NORTE S.A. (M.O.N.S.A.);60
