dominio;interno;servicios;anioModelo;cantAsientos;empresaNro;cuit;razonSocial;vigenciaHastaInspeccionTecnica;tecnicaNro;tipoTecnica;categoriaAprob;CarroceriaMarca;CarroceriaModelo;expOrig;expModif;disposicion;tacografoMarca;tacografoNro;linea;chasisNro;chasisMarca;chasisModelo;accesibilidad;jurisdiccion;aireAcondicionado;vigenciaHasta
AC669YR;922;SERVICIO COMÚN;2018;25;2013;30546366460;TRANSPORTES LOPE DE VEGA S.A.C.I.;16/01/2027;269643;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;65134/2016;;0056/16;;;135;8BBC59B1AJM002639;AGRALE;MT 15.0 LE Euro V;SI;JN:NACIONAL;SI;UC:2023-12-02
AC925SF;937;SERVICIO COMÚN;2018;25;2013;30546366460;TRANSPORTES LOPE DE VEGA S.A.C.I.;16/11/2026;130685;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;65134/2016;;0056/16;;;135;8BBC59B1AJM002695;AGRALE;MT 15.0 LE Euro V;SI;JN:NACIONAL;SI;UC:2028-12-31
AC925SI;928;SERVICIO COMÚN;2018;25;2013;30546366460;TRANSPORTES LOPE DE VEGA S.A.C.I.;06/10/2026;76906;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;65134/2016;;0056/16;;;135;8BBC59B1AJM002691;AGRALE;MT 15.0 LE Euro V;SI;JN:NACIONAL;SI;UC:2028-12-31
AC925SS;932;SERVICIO COMÚN;2018;25;2013;30546366460;TRANSPORTES LOPE DE VEGA S.A.C.I.;12/11/2026;125534;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;65134/2016;;0056/16;;;135;8BBC59B1AJM002693;AGRALE;MT 15.0 LE Euro V;SI;JN:NACIONAL;SI;UC:2028-12-31
AC925SU;930;SERVICIO COMÚN;2018;25;2013;30546366460;TRANSPORTES LOPE DE VEGA S.A.C.I.;14/10/2026;76990;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;65134/2016;;0056/16;;;135;8BBC59B1AJM002692;AGRALE;MT 15.0 LE Euro V;SI;JN:NACIONAL;SI;UC:2028-12-31
AC925SV;923;SERVICIO COMÚN;2018;25;2013;30546366460;TRANSPORTES LOPE DE VEGA S.A.C.I.;09/12/2026;263360;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;65134/2016;;0056/16;;;135;8BBC59B1AJM002690;AGRALE;MT 15.0 LE Euro V;SI;JN:NACIONAL;SI;UC:2028-12-31
AC925SW;920;SERVICIO COMÚN;2018;25;2013;30546366460;TRANSPORTES LOPE DE VEGA S.A.C.I.;09/10/2026;76944;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;65134/2016;;0056/16;;;135;8BBC59B1AJM002689;AGRALE;MT 15.0 LE Euro V;SI;JN:NACIONAL;SI;UC:2028-12-31
AC925SX;935;SERVICIO COMÚN;2018;25;2013;30546366460;TRANSPORTES LOPE DE VEGA S.A.C.I.;13/11/2026;125550;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;65134/2016;;0056/16;;;135;8BBC59B1AJM002694;AGRALE;MT 15.0 LE Euro V;SI;JN:NACIONAL;SI;UC:2028-12-31
AC925TA;939;SERVICIO COMÚN;2018;25;2013;30546366460;TRANSPORTES LOPE DE VEGA S.A.C.I.;07/11/2026;125487;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;65134/2016;;0056/16;;;135;8BBC59B1AJM002697;AGRALE;MT 15.0 LE Euro V;SI;JN:NACIONAL;SI;UC:2028-12-31
AC925TB;946;SERVICIO COMÚN;2018;25;2013;30546366460;TRANSPORTES LOPE DE VEGA S.A.C.I.;22/10/2026;125375;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;65134/2016;;0056/16;;;135;8BBC59B1AJM002699;AGRALE;MT 15.0 LE Euro V;SI;JN:NACIONAL;SI;UC:2028-12-31
