dominio,empresaNro,razonSocial,linea,interno,anioModelo,chasisMarca,carroceriaMarca,vigenciaHasta,vigenciaHastaInspeccionTecnica,tecnicaNro
,2010,MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.,133,3269,2016,MERCEDES BENZ,METALPAR,27/11/2022,11/10/2026,123046
,2010,MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.,133,3457,2017,VOLKSWAGEN,METALPAR,31/12/2027,22/02/2027,351261
,2010,MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.,133,3459,2017,VOLKSWAGEN,METALPAR,28/06/2022,08/12/2026,265354
,2010,MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.,133,3458,2017,VOLKSWAGEN,METALPAR,22/08/2022,03/01/2027,267346
,2010,MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.,133,3460,2017,VOLKSWAGEN,METALPAR,24/08/2022,17/01/2027,269982
,2010,MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.,133,3762,2017,MERCEDES BENZ,METALPAR,20/06/2022,05/12/2026,264323
,2010,MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.,133,3636,2018,MERCEDES BENZ,METALPAR,07/09/2024,03/09/2026,71872
,2010,MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.,133,3686,2018,MERCEDES BENZ,METALPAR,31/07/2026,04/11/2026,126832
,2010,MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.,133,3732,2018,MERCEDES BENZ,METALPAR,01/09/2024,24/02/2027,351270
,2010,MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.,133,3734,2018,MERCEDES BENZ,METALPAR,31/07/2026,11/02/2027,347568
,2010,MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.,133,3766,2017,MERCEDES BENZ,METALPAR,28/06/2022,03/12/2026,264253
,2010,MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.,133,3763,2017,MERCEDES BENZ,METALPAR,20/06/2022,02/12/2026,263769
,2010,MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.,133,3770,2017,MERCEDES BENZ,METALPAR,16/10/2021,07/01/2027,268505
,2010,MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.,133,3667,2017,VOLKSWAGEN,METALPAR,31/07/2026,26/11/2026,131658
,2010,MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.,133,3731,2017,VOLKSWAGEN,METALPAR,20/11/2026,05/12/2026,264318
,2010,MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.,133,3690,2017,VOLKSWAGEN,METALPAR,31/07/2026,29/12/2026,256286
