dominio,interno,servicios,anioModelo,cantAsientos,empresaNro,cuit,razonSocial,vigenciaHastaInspeccionTecnica,tecnicaNro,tipoTecnica,categoriaAprob,CarroceriaMarca,CarroceriaModelo,expOrig,expModif,disposicion,tacografoMarca,tacografoNro,linea,chasisNro,chasisMarca,chasisModelo,accesibilidad,jurisdiccion,aireAcondicionado,vigenciaHasta
AA681EE,8505,SERVICIO COMÚN,2017,25,2048,30546246945,EL PUENTE S.A.T.,25/02/2027,419958,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65134/2016,,0056/16,,,32,8BBC59B1AHM002356,AGRALE,MT 15.0 LE Euro V,SI,JN:NACIONAL,SI,UC:2026-06-02
AA836QY,8520,SERVICIO COMÚN,2017,25,2048,30546246945,EL PUENTE S.A.T.,15/11/2026,119245,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65134/2016,,0056/16,,,32,8BBC59B1AHM002368,AGRALE,MT 15.0 LE Euro V,SI,JN:NACIONAL,SI,UC:2026-06-02
AA836QZ,8503,SERVICIO COMÚN,2017,25,2048,30546246945,EL PUENTE S.A.T.,22/11/2026,122245,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65134/2016,,0056/16,,,32,8BBC59B1AHM002369,AGRALE,MT 15.0 LE Euro V,SI,JN:NACIONAL,SI,UC:2026-06-04
AA894KD,8507,SERVICIO COMÚN,2017,25,2048,30546246945,EL PUENTE S.A.T.,26/11/2026,122275,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65134/2016,,0056/16,,,32,8BBC59B1AHM002402,AGRALE,MT 15.0 LE Euro V,SI,JN:NACIONAL,SI,UC:2026-06-04
AB379WT,8521,SERVICIO COMÚN,2017,25,2048,30546246945,EL PUENTE S.A.T.,11/11/2026,119130,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65134/2016,,0056/16,,,32,8BBC59B1AHM002464,AGRALE,MT 15.0 LE Euro V,SI,JN:NACIONAL,SI,UC:2027-12-31
AB411OU,8702,SERVICIO COMÚN,2017,25,2048,30546246945,EL PUENTE S.A.T.,18/11/2026,119300,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65134/2016,,0056/16,,,32,8BBC59B1AHM002459,AGRALE,MT 15.0 LE Euro V,SI,JN:NACIONAL,SI,UC:2026-09-26
AC167MI,8523,SERVICIO COMÚN,2018,25,2048,30546246945,EL PUENTE S.A.T.,09/10/2026,67083,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65134/2016,,0056/16,,,32,8BBC59B1AJM002601,AGRALE,MT 15.0 LE Euro V,SI,JN:NACIONAL,SI,UC:2028-12-31
AC167MJ,8516,SERVICIO COMÚN,2018,25,2048,30546246945,EL PUENTE S.A.T.,21/09/2026,66894,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65134/2016,,0056/16,,,32,8BBC59B1AJM002605,AGRALE,MT 15.0 LE Euro V,SI,JN:NACIONAL,SI,UC:2028-12-31
AC167MK,8517,SERVICIO COMÚN,2018,25,2048,30546246945,EL PUENTE S.A.T.,26/02/2027,419980,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65134/2016,,0056/16,,,32,8BBC59B1AJM002585,AGRALE,MT 15.0 LE Euro V,SI,JN:NACIONAL,SI,UC:2028-12-31
AC167MN,8513,SERVICIO COMÚN,2018,25,2048,30546246945,EL PUENTE S.A.T.,19/02/2027,418998,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65134/2016,,0056/16,,,32,8BBC59B1AJM002583,AGRALE,MT 15.0 LE Euro V,SI,JN:NACIONAL,SI,UC:2028-12-31
AC830AH,8522,SERVICIO COMÚN,2018,25,2048,30546246945,EL PUENTE S.A.T.,07/02/2027,260684,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65134/2016,,0056/16,,,32,8BBC59B1AJM002659,AGRALE,MT 15.0 LE Euro V,SI,JN:NACIONAL,SI,UC:2028-12-31
AC830AO,8729,SERVICIO COMÚN,2018,25,2048,30546246945,EL PUENTE S.A.T.,15/01/2027,259116,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65134/2016,,0056/16,,,32,8BBC59B1AJM002652,AGRALE,MT 15.0 LE Euro V,SI,JN:NACIONAL,SI,UC:2028-12-31
AC925SE,8707,SERVICIO COMÚN,2018,25,2048,30546246945,EL PUENTE S.A.T.,20/01/2027,259202,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65134/2016,,0056/16,,,32,8BBC59B1AJM002687,AGRALE,MT 15.0 LE Euro V,SI,JN:NACIONAL,SI,UC:2028-12-31
AC925SJ,8515,SERVICIO COMÚN,2018,25,2048,30546246945,EL PUENTE S.A.T.,22/01/2027,259266,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65134/2016,,0056/16,,,32,8BBC59B1AJM002688,AGRALE,MT 15.0 LE Euro V,SI,JN:NACIONAL,SI,UC:2028-12-31
AD096BS,8508,SERVICIO COMÚN,2019,25,2048,30546246945,EL PUENTE S.A.T.,25/09/2026,74588,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65134/2016,,0056/16,,,32,8BBC59B1AKM002731,AGRALE,MT 15.0 LE Euro V,SI,JN:NACIONAL,SI,UC:2026-12-25
AD096BX,8504,SERVICIO COMÚN,2019,25,2048,30546246945,EL PUENTE S.A.T.,19/09/2026,74552,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65134/2016,,0056/16,,,32,8BBC59B1AKM002732,AGRALE,MT 15.0 LE Euro V,SI,JN:NACIONAL,SI,UC:2026-12-25
AD490XE,8518,SERVICIO COMÚN,2019,25,2048,30546246945,EL PUENTE S.A.T.,24/10/2026,115666,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65134/2016,,0056/16,,,32,8BBC59B1AKM002781,AGRALE,MT 15.0 LE Euro V,SI,JN:NACIONAL,SI,UC:2029-12-31
AE046JN,8510,SERVICIO COMÚN,2020,25,2048,30546246945,EL PUENTE S.A.T.,12/02/2027,418867,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65134/2016,,0056/16,,,32,8BBC59B1ALM002860,AGRALE,MT 15.0 LE Euro V,SI,JN:NACIONAL,SI,UC:2026-02-21
AE046JP,8514,SERVICIO COMÚN,2020,25,2048,30546246945,EL PUENTE S.A.T.,23/01/2027,259281,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65134/2016,,0056/16,,,32,8BBC59B1ALM002858,AGRALE,MT 15.0 LE Euro V,SI,JN:NACIONAL,SI,UC:2026-04-21
AE149KG,8519,SERVICIO COMÚN,2020,25,2048,30546246945,EL PUENTE S.A.T.,08/10/2026,67058,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,65134/2016,,0056/16,,,32,8BBC59B1ALM002895,AGRALE,MT 15.0 LE Euro V,SI,JN:NACIONAL,SI,UC:2030-12-31
AE512KS,8509,SERVICIO COMÚN,2020,33,2048,30546246945,EL PUENTE S.A.T.,11/02/2027,260746,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,2019-56589789,,038/19,,,32,8BBC67B1ALM001587,AGRALE,MT 17.0 LE 6000,SI,JN:NACIONAL,SI,UC:2026-03-02
AE512LC,8728,SERVICIO COMÚN,2020,33,2048,30546246945,EL PUENTE S.A.T.,13/01/2027,259076,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,2019-56589789,,038/19,,,32,8BBC67B1ALM001590,AGRALE,MT 17.0 LE 6000,SI,JN:NACIONAL,SI,UC:2026-09-19
AE512LE,8743,SERVICIO COMÚN,2020,33,2048,30546246945,EL PUENTE S.A.T.,20/02/2027,419021,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,2019-56589789,,038/19,,,32,8BBC67B1ALM001588,AGRALE,MT 17.0 LE 6000,SI,JN:NACIONAL,SI,UC:2026-09-20
AE624YE,8502,SERVICIO COMÚN,2021,33,2048,30546246945,EL PUENTE S.A.T.,07/10/2026,67040,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,2019-56589789,,038/19,,,32,8BBC67B1ALM001613,AGRALE,MT 17.0 LE 6000,SI,JN:NACIONAL,SI,UC:2026-06-04
AE624YN,8501,SERVICIO COMÚN,2021,33,2048,30546246945,EL PUENTE S.A.T.,03/03/2027,420065,CENT,URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO,TODOBUS,,2019-56589789,,038/19,,,32,8BBC67B1ALM001608,AGRALE,MT 17.0 LE 6000,SI,JN:NACIONAL,SI,UC:2026-06-04
