dominio;interno;servicios;anioModelo;cantAsientos;empresaNro;cuit;razonSocial;vigenciaHastaInspeccionTecnica;tecnicaNro;tipoTecnica;categoriaAprob;CarroceriaMarca;CarroceriaModelo;expOrig;expModif;disposicion;tacografoMarca;tacografoNro;linea;chasisNro;chasisMarca;chasisModelo;accesibilidad;jurisdiccion;aireAcondicionado;vigenciaHasta
AA786DO;111;SERVICIO COMÚN;2015;37;67;30546329654;TRANSPORTES SUR-NOR C.I.S.A.;31/01/2027;326579;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;ITALBUS;;31461/2016;;0165/16;;;15;8CTUPA6L2FMTA1212;PUMA;D.12;SI;JN:NACIONAL;SI;UC:2028-12-31
AA786DP;57;SERVICIO COMÚN;2015;37;67;30546329654;TRANSPORTES SUR-NOR C.I.S.A.;29/11/2026;245583;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;ITALBUS;;31461/2016;;0165/16;;;15;8CTUPA6L2EMTA1207;PUMA;D.12;SI;JN:NACIONAL;SI;UC:2028-12-31
AA786DR;105;SERVICIO COMÚN;2015;37;67;30546329654;TRANSPORTES SUR-NOR C.I.S.A.;07/01/2027;252117;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;ITALBUS;;31461/2016;;0165/16;;;15;8CTUPA6L2FMTA1214;PUMA;D.12;SI;JN:NACIONAL;SI;UC:2028-12-31
AA909XL;19;SERVICIO COMÚN;2015;37;67;30546329654;TRANSPORTES SUR-NOR C.I.S.A.;19/11/2026;112190;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;ITALBUS;;31461/2016;;0165/16;;;15;8CTUPA6L2FMTA1211;PUMA;D.12;SI;JN:NACIONAL;SI;UC:2028-12-31
AA909XN;82;SERVICIO COMÚN;2015;37;67;30546329654;TRANSPORTES SUR-NOR C.I.S.A.;28/11/2026;245552;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;ITALBUS;;31461/2016;;0165/16;;;15;8CTUPA6L2FMTA1213;PUMA;D.12;SI;JN:NACIONAL;SI;UC:2028-12-31
AA909XO;86;SERVICIO COMÚN;2015;35;67;30546329654;TRANSPORTES SUR-NOR C.I.S.A.;28/11/2026;245563;CENT;URBANO COMÚN CON AIRE;TAT;;420069/2011;;461/12;;;15;8CTUPA6L2EMTA1204;PUMA;D.12;SI;JN:NACIONAL;SI;UC:2028-12-31
AA989GJ;102;SERVICIO COMÚN;2017;25;67;30546329654;TRANSPORTES SUR-NOR C.I.S.A.;08/12/2026;247136;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;METALPAR;;106272/2016;;0145/16;;;15;9BM382189HB037213;MERCEDES BENZ;O 500 U 1826/59;SI;JN:NACIONAL;SI;UC:2027-12-31
AB005GC;60;SERVICIO COMÚN;2015;35;67;30546329654;TRANSPORTES SUR-NOR C.I.S.A.;17/12/2026;249740;CENT;URBANO COMÚN CON AIRE;TAT;;420069/2011;;461/12;;;15;8CTUPA6L2EMTA1205;PUMA;D.12;SI;JN:NACIONAL;SI;UC:2028-12-31
AB469CS;11;SERVICIO COMÚN;2015;35;67;30546329654;TRANSPORTES SUR-NOR C.I.S.A.;14/10/2026;96678;CENT;URBANO COMÚN CON AIRE;TAT;;420069/2011;;461/12;;;15;8CTUPA6L2FMTA1217;PUMA;D.12;SI;JN:NACIONAL;SI;UC:2028-12-31
AB960VH;36;SERVICIO COMÚN;2018;24;67;30546329654;TRANSPORTES SUR-NOR C.I.S.A.;20/02/2027;335558;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;AUTOBUS;;40403/2017;;083/17;;;15;9BM382189JB060780;MERCEDES BENZ;O 500 U 1826/59;SI;JN:NACIONAL;SI;UC:2028-12-31
