dominio;interno;servicios;anioModelo;cantAsientos;empresaNro;cuit;razonSocial;vigenciaHastaInspeccionTecnica;tecnicaNro;tipoTecnica;categoriaAprob;CarroceriaMarca;CarroceriaModelo;expOrig;expModif;disposicion;tacografoMarca;tacografoNro;linea;chasisNro;chasisMarca;chasisModelo;accesibilidad;jurisdiccion;aireAcondicionado;vigenciaHasta
AG547MH;95;SERVICIO COMÚN;2024;25;2099;30546253526;LA VECINAL DE MATANZA SACI DE MICROOM.;30/09/2026;97142;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;HEPRICAR;;2020-6745306;;017/20;;;180;8AB368185RA152184;MERCEDES BENZ;OH 1621 L-SB/55;SI;JN:NACIONAL;SI;UC:2034-12-31
AG547NU;65;SERVICIO COMÚN;2024;25;2099;30546253526;LA VECINAL DE MATANZA SACI DE MICROOM.;07/10/2026;99986;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;HEPRICAR;;2020-6745306;;017/20;;;180;8AB368185RA152423;MERCEDES BENZ;OH 1621 L-SB/55;SI;JN:NACIONAL;SI;UC:2034-12-31
AG601JH;101;SERVICIO COMÚN;2024;25;2099;30546253526;LA VECINAL DE MATANZA SACI DE MICROOM.;24/10/2026;103185;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;HEPRICAR;;2020-6745306;;017/20;;;180;8AB368185RA152429;MERCEDES BENZ;OH 1621 L-SB/55;SI;JN:NACIONAL;SI;UC:2034-12-31
AG601JI;100;SERVICIO COMÚN;2024;25;2099;30546253526;LA VECINAL DE MATANZA SACI DE MICROOM.;23/10/2026;103120;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;HEPRICAR;;2020-6745306;;017/20;;;180;8AB368185RA152427;MERCEDES BENZ;OH 1621 L-SB/55;SI;JN:NACIONAL;SI;UC:2034-12-31
AG601JJ;98;SERVICIO COMÚN;2024;25;2099;30546253526;LA VECINAL DE MATANZA SACI DE MICROOM.;10/10/2026;100204;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;HEPRICAR;;2020-6745306;;017/20;;;180;8AB368185RA152426;MERCEDES BENZ;OH 1621 L-SB/55;SI;JN:NACIONAL;SI;UC:2034-12-31
AG601JK;97;SERVICIO COMÚN;2024;25;2099;30546253526;LA VECINAL DE MATANZA SACI DE MICROOM.;08/10/2026;100049;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;HEPRICAR;;2020-6745306;;017/20;;;180;8AB368185RA152425;MERCEDES BENZ;OH 1621 L-SB/55;SI;JN:NACIONAL;SI;UC:2034-12-31
AG601JL;96;SERVICIO COMÚN;2024;25;2099;30546253526;LA VECINAL DE MATANZA SACI DE MICROOM.;09/10/2026;100129;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;HEPRICAR;;2020-6745306;;017/20;;;180;8AB368185RA152269;MERCEDES BENZ;OH 1621 L-SB/55;SI;JN:NACIONAL;SI;UC:2034-12-31
AG601JQ;102;SERVICIO COMÚN;2024;25;2099;30546253526;LA VECINAL DE MATANZA SACI DE MICROOM.;27/10/2026;106145;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;HEPRICAR;;2020-6745306;;017/20;;;180;8AB368185RA152285;MERCEDES BENZ;OH 1621 L-SB/55;SI;JN:NACIONAL;SI;UC:2034-12-31
AG601JR;103;SERVICIO COMÚN;2024;25;2099;30546253526;LA VECINAL DE MATANZA SACI DE MICROOM.;08/11/2026;111610;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;HEPRICAR;;2020-6745306;;017/20;;;180;8AB368185RA152287;MERCEDES BENZ;OH 1621 L-SB/55;SI;JN:NACIONAL;SI;UC:2034-12-31
AG601JS;104;SERVICIO COMÚN;2024;25;2099;30546253526;LA VECINAL DE MATANZA SACI DE MICROOM.;11/11/2026;111749;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;HEPRICAR;;2020-6745306;;017/20;;;180;8AB368185RA152284;MERCEDES BENZ;OH 1621 L-SB/55;SI;JN:NACIONAL;SI;UC:2034-12-31
