dominio;interno;servicios;anioModelo;cantAsientos;empresaNro;cuit;razonSocial;vigenciaHastaInspeccionTecnica;tecnicaNro;tipoTecnica;categoriaAprob;CarroceriaMarca;CarroceriaModelo;expOrig;expModif;disposicion;tacografoMarca;tacografoNro;linea;chasisNro;chasisMarca;chasisModelo;accesibilidad;jurisdiccion;aireAcondicionado;vigenciaHasta
AC167LY;5003;SERVICIO COMÚN;2018;25;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;18/02/2027;328073;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;65134/2016;;0056/16;;;51;8BBC59B1AJM002607;AGRALE;MT 15.0 LE Euro V;SI;JN:NACIONAL;SI;UC:2028-12-31
AD947XW;5022;SERVICIO COMÚN;2019;51;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;24/12/2026;248563;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;23743/2017;;053/17;;;51;8BBC87B7AKM000125;AGRALE;MT 27.0 Articulado Euro V;SI;JN:NACIONAL;SI;UC:2029-12-31
AE094JM;5008;SERVICIO COMÚN;2020;51;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;23/01/2027;324419;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;23743/2017;;053/17;;;51;8BBC87B7AKM000129;AGRALE;MT 27.0 Articulado Euro V;SI;JN:NACIONAL;SI;UC:2030-12-31
AE094KK;5001;SERVICIO COMÚN;2020;51;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;20/09/2026;95141;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;23743/2017;;053/17;;;51;8BBC87B7AKM000130;AGRALE;MT 27.0 Articulado Euro V;SI;JN:NACIONAL;SI;UC:2030-12-31
AE149JS;5035;SERVICIO COMÚN;2020;51;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;19/09/2026;94748;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;23743/2017;;053/17;;;51;8BBC87B7ALM000133;AGRALE;MT 27.0 Articulado Euro V;SI;JN:NACIONAL;SI;UC:2030-12-31
AE183SB;5058;SERVICIO COMÚN;2020;51;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;25/09/2026;95181;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;23743/2017;;053/17;;;51;8BBC87B7ALM000137;AGRALE;MT 27.0 Articulado Euro V;SI;JN:NACIONAL;SI;UC:2030-12-31
AE512LX;5079;SERVICIO COMÚN;2021;51;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;22/02/2027;328165;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;23743/2017;;053/17;;;51;8BBC87B7ALM000138;AGRALE;MT 27.0 Articulado Euro V;SI;JN:NACIONAL;SI;UC:2026-09-06
AE590IT;5075;SERVICIO COMÚN;2021;29;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;05/02/2027;327907;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;2020-66833731;;036/20;;;51;8BBC59B1ALM002948;AGRALE;MT 15.0 LE Euro V;SI;JN:NACIONAL;SI;UC:2031-12-31
AE590IX;5080;SERVICIO COMÚN;2021;29;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;05/02/2027;327895;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;2020-66833731;;036/20;;;51;8BBC59B1ALM002949;AGRALE;MT 15.0 LE Euro V;SI;JN:NACIONAL;SI;UC:2031-12-31
AE763ON;5044;SERVICIO COMÚN;2021;33;2079;30545637045;EMPRESA SAN VICENTE S.A.T.;18/01/2027;301193;CENT;URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO;TODOBUS;;2019-56589789;;038/19;;;51;8BBC67B1ALM001629;AGRALE;MT 17.0 LE 6000;SI;JN:NACIONAL;SI;UC:2031-12-31
